k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 2.0]                                                                      |  5.9900000000000002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.4823459386825562, 1.5281334221363068]                                        |  2.1725912094116211|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.4823459386825562, 1.5281334221363068]                                        |  2.1725912094116211|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[1.1188050508499146, 0.9463247358798981]                                        |  0.8432355523109436|      2.00000000|[14, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[1.1188050508499146, 0.9463247358798981]                                        |  0.8432355523109436|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[1.1188050508499146, 0.9463247358798981]                                        |  0.8432355523109436|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[1.3591032475233078, 1.1905309408903122]                                        |  0.4039633274078369|      1.00000000|[28, 0, 3, 9]                                                              | | GPS sucess | actual_k=0
       7|[1.51411534845829, 1.2880315631628036]                                          |  0.3057704269886017|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[1.51411534845829, 1.2880315631628036]                                          |  0.3057704269886017|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[1.51411534845829, 1.2880315631628036]                                          |  0.3057704269886017|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[1.51411534845829, 1.2880315631628036]                                          |  0.3057704269886017|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[1.5061670802533627, 1.2495016492903233]                                        |  0.2709298729896545|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[1.7040613256394863, 1.3463206104934216]                                        |  0.1821710020303726|      1.00000000|[55, 0, 6, 18]                                                             | | GPS sucess | actual_k=0
      13|[1.7040613256394863, 1.3463206104934216]                                        |  0.1821710020303726|      0.50000000|[59, 0, 7, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
