k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |999998000003.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.987666368484497, 1.2217722535133362]                                         |999994032128.0000000000000000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[4.822801828384399, 2.016930878162384]                                          |999990362112.0000000000000000|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[8.374157428741455, 3.857548773288727]                                          |999983284224.0000000000000000|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[14.630974769592285, -1.1276530623435974]                                       |999970766848.0000000000000000|     16.00000000|[17, 0, 0, 4]                                                              | | GPS sucess | actual_k=0
       5|[44.521185874938965, -12.554611146450043]                                       |999911260160.0000000000000000|     32.00000000|[21, 0, 0, 5]                                                              | | GPS sucess | actual_k=0
       6|[65.71865940093994, 11.417604506015778]                                         |999869120512.0000000000000000|     64.00000000|[25, 0, 0, 6]                                                              | | GPS sucess | actual_k=0
       7|[126.4648790359497, 31.56447798013687]                                          |999763017728.0000000000000000|    128.00000000|[29, 0, 0, 7]                                                              | | GPS sucess | actual_k=0
       8|[126.4648790359497, 31.56447798013687]                                          |999763017728.0000000000000000|     64.00000000|[33, 0, 1, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[176.01467327400042, -8.942532412717789]                                        |999650485543.9208984375000000|    128.00000000|[38, 0, 2, 11]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      10|[176.01467327400042, -8.942532412717789]                                        |999650485543.9208984375000000|     64.00000000|[43, 0, 3, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[176.01467327400042, -8.942532412717789]                                        |999650485543.9208984375000000|     32.00000000|[48, 0, 4, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[195.82261089607073, 16.19002831726268]                                         |999618445312.0000000000000000|     64.00000000|[53, 0, 4, 16]                                                             | | GPS sucess | actual_k=0
      13|[195.82261089607073, 16.19002831726268]                                         |999618445312.0000000000000000|     32.00000000|[57, 0, 5, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[227.81643490119768, 15.561398632814438]                                        |999556972544.0000000000000000|     64.00000000|[62, 0, 5, 19]                                                             | | GPS sucess | actual_k=0
      15|[284.64242367072893, -13.880192630002945]                                       |999446413312.0000000000000000|    128.00000000|[66, 0, 5, 20]                                                             | | GPS sucess | actual_k=0
