k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |13421.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5714635252952576, 4.179372549057007]                                         |1660.3099365234375000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.5540489554405212, 2.1794484853744507]                                        | 81.6989898681640625|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-0.2082633376121521, -1.41140878200531]                                        | 29.7003116607666016|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[-0.2082633376121521, -1.41140878200531]                                        | 29.7003116607666016|      4.00000000|[17, 0, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.2082633376121521, -1.41140878200531]                                        | 29.7003116607666016|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.4354493618011475, 0.4821681976318359]                                        |  8.1942634582519531|      4.00000000|[27, 0, 2, 8]                                                              | | GPS sucess | actual_k=0
       7|[0.4354493618011475, 0.4821681976318359]                                        |  8.1942634582519531|      2.00000000|[31, 0, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.8674806356430054, -1.470611572265625]                                        |  4.0586094856262207|      4.00000000|[36, 0, 3, 11]                                                             | | GPS sucess | actual_k=0
       9|[0.8674806356430054, -1.470611572265625]                                        |  4.0586094856262207|      2.00000000|[40, 0, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.8674806356430054, -1.470611572265625]                                        |  4.0586094856262207|      1.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.2704880237579346, -0.6683648228645325]                                       |  0.3319586515426636|      2.00000000|[50, 0, 5, 16]                                                             | | GPS sucess | actual_k=0
      12|[0.2704880237579346, -0.6683648228645325]                                       |  0.3319586515426636|      1.00000000|[54, 0, 6, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.2704880237579346, -0.6683648228645325]                                       |  0.3319586515426636|      0.50000000|[59, 0, 7, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
