k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.58476784825325, -0.2165936172008514]                                         | 39.2784996032714844|      2.00000000|[2, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.6514610189215089, -1.9854741565032463]                                       | 12.6513081048190639|      4.00000000|[3, 2, 1, 3]                                                               |  | used linear model with 3 points | iterate success | actual_k=1
       3|[0.7293615478292848, 1.3038234242157478]                                        | 10.6444187164306641|      8.00000000|[5, 3, 1, 4]                                                               | | GPS sucess | actual_k=1
       4|[0.4058209198728944, 0.9221498199657936]                                        |  2.4508876800537109|     16.00000000|[7, 3, 1, 5]                                                               | | GPS sucess | actual_k=1
       5|[0.4058209198728944, 0.9221498199657936]                                        |  2.4508876800537109|      8.00000000|[8, 4, 2, 7]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       6|[0.4058209198728944, 0.9221498199657936]                                        |  2.4508876800537109|      4.00000000|[11, 4, 3, 9]                                                              |  | used linear model with 3 points | iterate failure | actual_k=1
       7|[0.4058209198728944, 0.9221498199657936]                                        |  2.4508876800537109|      2.00000000|[13, 5, 4, 11]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       8|[0.8770520228163148, -1.0051863960071068]                                       |  1.6848018169403076|      4.00000000|[15, 6, 4, 12]                                                             | | GPS sucess | actual_k=1
       9|[0.8770520228163148, -1.0051863960071068]                                       |  1.6848018169403076|      2.00000000|[16, 7, 4, 13]                                                             |  | used linear model with 3 points | actual_k=1
      10|[0.8770520228163148, -1.0051863960071068]                                       |  1.6848018169403076|      1.00000000|[17, 8, 5, 15]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      11|[0.2651265996710206, -1.126111695830391]                                        |  1.3350130319595337|      2.00000000|[20, 8, 5, 16]                                                             | | GPS sucess | actual_k=1
      12|[0.2651265996710206, -1.126111695830391]                                        |  1.3350130319595337|      1.00000000|[21, 9, 6, 18]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      13|[0.131793721319809, -0.3967316842718582]                                        |  0.8829607367515564|      2.00000000|[23, 10, 6, 19]                                                            | | GPS sucess | actual_k=1
      14|[0.131793721319809, -0.3967316842718582]                                        |  0.8829607367515564|      1.00000000|[24, 11, 6, 20]                                                            |  | used linear model with 3 points | actual_k=1
