k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 2.0]                                                                      |  5.9900000000000002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1434751003980637, 1.49570631980896]                                          |  0.3651586771011353|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[2.1434751003980637, 1.49570631980896]                                          |  0.3651586771011353|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[1.5848896354436874, 1.2427975535392761]                                        |  0.2464495748281479|      2.00000000|[14, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[1.5848896354436874, 1.2427975535392761]                                        |  0.2464495748281479|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[1.5848896354436874, 1.2427975535392761]                                        |  0.2464495748281479|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[1.5618031825870275, 1.2611401062458754]                                        |  0.2346954196691513|      1.00000000|[28, 0, 3, 9]                                                              | | GPS sucess | actual_k=0
       7|[1.5618031825870275, 1.2611401062458754]                                        |  0.2346954196691513|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[1.5618031825870275, 1.2611401062458754]                                        |  0.2346954196691513|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[1.5618031825870275, 1.2611401062458754]                                        |  0.2346954196691513|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[1.625973580405116, 1.3158052656799555]                                         |  0.2110579758882523|      0.25000000|[47, 0, 6, 16]                                                             | | GPS sucess | actual_k=0
      11|[1.7385199125856161, 1.3309795949608088]                                        |  0.1810339391231537|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[1.7385199125856161, 1.3309795949608088]                                        |  0.1810339391231537|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[1.7385199125856161, 1.3309795949608088]                                        |  0.1810339391231537|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
