k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     | 24.1999999999999957|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.3001633405685424, 1.9949710369110107]                                       | 14.5655975341796875|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-1.3001633405685424, 1.9949710369110107]                                       | 14.5655975341796875|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[-1.3001633405685424, 1.9949710369110107]                                       | 14.5655975341796875|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-1.3001633405685424, 1.9949710369110107]                                       | 14.5655975341796875|      0.25000000|[19, 0, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-1.4553113996982574, 2.1910043954849243]                                       |  6.5625224113464355|      0.50000000|[24, 0, 3, 8]                                                              | | GPS sucess | actual_k=0
       6|[-1.4553113996982574, 2.1910043954849243]                                       |  6.5625224113464355|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-1.419456285238266, 1.94358891248703]                                          |  6.3616704940795898|      0.50000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[-1.2230388045310974, 1.4837843775749207]                                       |  4.9563965797424316|      1.00000000|[37, 0, 4, 12]                                                             | | GPS sucess | actual_k=0
       9|[0.4713376641273499, 0.421198308467865]                                         |  4.2411408424377441|      2.00000000|[41, 0, 4, 13]                                                             | | GPS sucess | actual_k=0
      10|[0.4713376641273499, 0.421198308467865]                                         |  4.2411408424377441|      1.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[1.0631991505622864, 1.2272379994392395]                                        |  0.9419004917144775|      2.00000000|[50, 0, 5, 16]                                                             | | GPS sucess | actual_k=0
      12|[1.0631991505622864, 1.2272379994392395]                                        |  0.9419004917144775|      1.00000000|[54, 0, 6, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[1.0631991505622864, 1.2272379994392395]                                        |  0.9419004917144775|      0.50000000|[59, 0, 7, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
