k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |  4.0997369887712187|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8998366594314575, 5.994971036911011]                                         |  1.9332306385040283|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.8998366594314575, 5.994971036911011]                                         |  1.9332306385040283|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.9601252973079681, 7.994062066078186]                                         |  0.3227993249893188|      2.00000000|[14, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[1.5348831713199615, 9.909696102142334]                                         |  0.1607454717159271|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[1.5348831713199615, 9.909696102142334]                                         |  0.1607454717159271|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[1.5348831713199615, 9.909696102142334]                                         |  0.1607454717159271|      1.00000000|[27, 0, 2, 8]                                                              |  | used linear model with 5 points | actual_k=0
       7|[1.5348831713199615, 9.909696102142334]                                         |  0.1607454717159271|      0.50000000|[31, 0, 2, 9]                                                              |  | used linear model with 5 points | actual_k=0
       8|[1.12491175532341, 10.195918828248978]                                          |  0.0094023104757071|      1.00000000|[35, 0, 2, 10]                                                             | | GPS sucess | actual_k=0
       9|[1.12491175532341, 10.195918828248978]                                          |  0.0094023104757071|      0.50000000|[39, 0, 2, 11]                                                             |  | used linear model with 5 points | actual_k=0
      10|[1.12491175532341, 10.195918828248978]                                          |  0.0094023104757071|      0.25000000|[43, 0, 3, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[1.1059880033135414, 9.946636080741882]                                         |  0.0087927747517824|      0.50000000|[48, 0, 3, 14]                                                             | | GPS sucess | actual_k=0
      12|[1.1059880033135414, 9.946636080741882]                                         |  0.0087927747517824|      0.25000000|[52, 0, 4, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[1.1059880033135414, 9.946636080741882]                                         |  0.0087927747517824|      0.12500000|[57, 0, 4, 17]                                                             |  | used linear model with 5 points | actual_k=0
      14|[1.0012418180704117, 10.014850735664368]                                        |  0.0000114704744192|      0.25000000|[61, 0, 4, 18]                                                             | | GPS sucess | actual_k=0
      15|[1.0012418180704117, 10.014850735664368]                                        |  0.0000114704744192|      0.12500000|[65, 0, 5, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
