k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1793725490570068, -0.5714634656906128]                                       |132.3049468994140625|      2.00000000|[4, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.1967871189117432, 1.4284605979919434]                                        | 34.4751396179199219|      4.00000000|[7, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[1.1967871189117432, 1.4284605979919434]                                        | 34.4751396179199219|      2.00000000|[10, 0, 1, 4]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       4|[1.1967871189117432, 1.4284605979919434]                                        | 34.4751396179199219|      1.00000000|[14, 0, 2, 6]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       5|[0.5452174544334412, 0.6698718070983887]                                        | 29.6606292724609375|      2.00000000|[18, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[-1.3483596444129944, 1.3135845065116882]                                       |  9.4415807723999023|      4.00000000|[21, 0, 2, 8]                                                              | | GPS sucess | actual_k=0
       7|[-1.3483596444129944, 1.3135845065116882]                                       |  9.4415807723999023|      2.00000000|[24, 0, 3, 10]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       8|[-1.3483596444129944, 1.3135845065116882]                                       |  9.4415807723999023|      1.00000000|[28, 0, 4, 12]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       9|[-1.3483596444129944, 1.3135845065116882]                                       |  9.4415807723999023|      0.50000000|[32, 0, 5, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      10|[-1.3483596444129944, 1.3135845065116882]                                       |  9.4415807723999023|      0.25000000|[36, 0, 6, 16]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      11|[-1.1255038417484269, 1.4268774507700634]                                       |  1.7362963050267592|      0.50000000|[40, 0, 7, 18]                                                             |  | used linear model with 4 points | iterate success | actual_k=0
      12|[-1.1255038417484269, 1.4268774507700634]                                       |  1.7362963050267592|      0.25000000|[44, 0, 8, 20]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
