k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0]                                                                      | 43.3723807176344280|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4285364747047424, 2.820627450942993]                                         | 14.9446535110473633|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.4285364747047424, 2.820627450942993]                                         | 14.9446535110473633|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.4285364747047424, 2.820627450942993]                                         | 14.9446535110473633|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[-0.0421530037690094, 2.9893029229420582]                                       |  9.5574400154897621|      1.00000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[-0.0421530037690094, 2.9893029229420582]                                       |  9.5574400154897621|      0.50000000|[19, 5, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-0.0421530037690094, 2.9893029229420582]                                       |  9.5574400154897621|      0.25000000|[23, 6, 5, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.0421530037690094, 2.9893029229420582]                                       |  9.5574400154897621|      0.12500000|[27, 7, 6, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-0.0421530037690094, 2.9893029229420582]                                       |  9.5574400154897621|      0.06250000|[31, 8, 7, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[-0.0312015499491385, 3.050835967965738]                                        |  9.5382585525512695|      0.12500000|[35, 9, 7, 16]                                                             | | GPS sucess | actual_k=1
      10|[-0.0312015499491385, 3.050835967965738]                                        |  9.5382585525512695|      0.06250000|[38, 10, 8, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.0061104882936784, 3.0006955461281697]                                        |  9.4981689453125000|      0.12500000|[42, 11, 8, 19]                                                            | | GPS sucess | actual_k=1
      12|[0.0061104882936784, 3.0006955461281697]                                        |  9.4981689453125000|      0.06250000|[45, 12, 9, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
