k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |17984.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9197820127010345, 4.608425498008728]                                         |12759.2929687500000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.5816124975681305, 2.8358160257339478]                                        |1082.8894042968750000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[0.9046385586261749, 0.2177721261978149]                                        | 37.0616416931152344|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[0.9046385586261749, 0.2177721261978149]                                        | 37.0616416931152344|      4.00000000|[13, 4, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.9046385586261749, 0.2177721261978149]                                        | 37.0616416931152344|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.241440623998642, 0.0868041068315506]                                         |  0.1444049626588821|      4.00000000|[21, 6, 2, 8]                                                              | | GPS sucess | actual_k=1
       7|[0.241440623998642, 0.0868041068315506]                                         |  0.1444049626588821|      2.00000000|[24, 7, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.241440623998642, 0.0868041068315506]                                         |  0.1444049626588821|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.241440623998642, 0.0868041068315506]                                         |  0.1444049626588821|      0.50000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.241440623998642, 0.0868041068315506]                                         |  0.1444049626588821|      0.25000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.241440623998642, 0.0868041068315506]                                         |  0.1444049626588821|      0.12500000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.241440623998642, 0.0868041068315506]                                         |  0.1444049626588821|      0.06250000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
