k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.1, 0.1]                                                                      |48401.1000000000858563|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5073351621627809, 0.7572075486183166]                                        |28645.3125000000000000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.8287101447582246, 0.6616616085171699]                                        |15515.1728515625000000|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.8287101447582246, 0.6616616085171699]                                        |15515.1728515625000000|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.8287101447582246, 0.6616616085171699]                                        |15515.1728515625000000|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.8287101447582246, 0.6616616085171699]                                        |15515.1728515625000000|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.8287101447582246, 0.6616616085171699]                                        |15515.1728515625000000|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.8785288207232953, 0.508353827893734]                                         |915.1246337890625000|      0.50000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[0.8386273965239526, 0.5492077156901359]                                        | 25.0944995880126953|      1.00000000|[37, 0, 4, 12]                                                             | | GPS sucess | actual_k=0
       9|[0.8386273965239526, 0.5492077156901359]                                        | 25.0944995880126953|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.8386273965239526, 0.5492077156901359]                                        | 25.0944995880126953|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.8386273965239526, 0.5492077156901359]                                        | 25.0944995880126953|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.8386273965239526, 0.5492077156901359]                                        | 25.0944995880126953|      0.06250000|[56, 0, 8, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
