k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1]                                                                    | 41.0311021275976984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.06250000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.03125000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-3.9704128615558147, -0.1100580109283328]                                      | 34.2144508361816406|      0.06250000|[30, 0, 5, 11]                                                             | | GPS sucess | actual_k=0
       7|[-3.9704128615558147, -0.1100580109283328]                                      | 34.2144508361816406|      0.03125000|[34, 0, 6, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-3.939271261869964, -0.1126586395073919]                                       | 33.6406775407308629|      0.06250000|[39, 0, 7, 15]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       9|[-3.939271261869964, -0.1126586395073919]                                       | 33.6406775407308629|      0.03125000|[44, 0, 8, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-3.939271261869964, -0.1126586395073919]                                       | 33.6406775407308629|      0.01562500|[49, 0, 9, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-3.939271261869964, -0.1126586395073919]                                       | 33.6406775407308629|      0.00781250|[54, 0, 10, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
