k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.712389, -1.0]                                                                |  5.5516525218302499|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.06250000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.03125000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[4.681215204578997, -0.9978189500121586]                                        |  5.4813176074968215|      0.06250000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       7|[4.681215204578997, -0.9978189500121586]                                        |  5.4813176074968215|      0.03125000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[4.650703016949059, -1.0045694386659376]                                        |  5.4491386413574219|      0.06250000|[40, 0, 7, 15]                                                             | | GPS sucess | actual_k=0
       9|[4.58916997565067, -0.9936179848460667]                                         |  5.2665600776672363|      0.12500000|[44, 0, 7, 16]                                                             | | GPS sucess | actual_k=0
      10|[4.58916997565067, -0.9936179848460667]                                         |  5.2665600776672363|      0.06250000|[48, 0, 8, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[4.58916997565067, -0.9936179848460667]                                         |  5.2665600776672363|      0.03125000|[53, 0, 9, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
