k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9517798274755478, 0.66658616065979, 0.8110014051198959, 0.9136052280664444, 0.7251030802726746, 1.1546229422092438, 1.0574992708861828, 0.7537476122379303, 0.7539078742265701, 0.7507288455963135, 0.8831468224525452, 0.6805407702922821, 1.1935918182134628, 0.9054020196199417, 0.9662227742373943, 0.9918640227988362, 1.408031404018402, 0.8931613489985466, 0.7685272842645645, 1.056461427360773, 1.0039410162717104, 1.373664677143097]|  1.3664153814315796|      2.00000000|[256, 36, 0, 5]                                                            | | GPS sucess | actual_k=8
       2|[0.8937337845563889, 0.4698223918676376, 0.5255241543054581, 0.5814581960439682, 0.7517907228320837, 1.438964158296585, 1.127173874527216, 0.1994980275630951, -0.0022893399000168, 0.2272447943687439, 0.6810831278562546, -0.0685258805751801, 1.885575219988823, 1.6865984350442886, 1.3611095361411572, 1.0789622934535146, 1.7264051139354706, 0.9644679725170135, 0.8124668560922146, 0.4134996272623539, 1.0493879709392786, 1.3092205449938774]|  1.1143112182617188|      4.00000000|[511, 72, 0, 10]                                                           | | GPS sucess | actual_k=8
       3|[1.1890406161546707, -0.0409395843744278, 0.6239784881472588, 1.3219608515501022, 1.0850483980029821, 0.847955971956253, 1.4648488201200962, -1.1709378063678741, -0.4958828240633011, -1.141369879245758, 0.4233391135931015, -1.942542165517807, 2.128525882959366, 1.8425889760255814, 2.927632611244917, 0.4899024041369557, 1.021663337945938, -0.1722280085086823, 1.0860021077096462, 1.3812393881380558, 1.506604203954339, 1.286330733448267]|  0.8453246951103210|      8.00000000|[766, 108, 0, 15]                                                          | | GPS sucess | actual_k=8
       4|[-0.2290428131818771, -1.9106832891702652, 0.4271831884980202, -1.8942962437868118, -2.0797696504741907, -1.9420745074748993, 0.1014018692076206, -1.3913465291261673, -0.2311054617166519, -1.180448330938816, 0.2413183152675629, -3.7237829864025116, 3.205242544412613, 2.6419700533151627, 1.1676906757056713, -1.4243913618847728, 1.907041221857071, -0.991468757390976, 1.5476585291326046, 3.6298629976809025, 1.2201735470443964, 3.0893565751612186]|  0.5405265092849731|     16.00000000|[1021, 144, 0, 20]                                                         | | GPS sucess | actual_k=8
       5|[-0.2290428131818771, -1.9106832891702652, 0.4271831884980202, -1.8942962437868118, -2.0797696504741907, -1.9420745074748993, 0.1014018692076206, -1.3913465291261673, -0.2311054617166519, -1.180448330938816, 0.2413183152675629, -3.7237829864025116, 3.205242544412613, 2.6419700533151627, 1.1676906757056713, -1.4243913618847728, 1.907041221857071, -0.991468757390976, 1.5476585291326046, 3.6298629976809025, 1.2201735470443964, 3.0893565751612186]|  0.5405265092849731|      8.00000000|[1276, 180, 0, 25]                                                         |  | used quadratic model with 292 points | actual_k=8
       6|[-0.1481604278087616, -1.3974383622407913, -0.3529799208045006, -2.1096792966127396, -2.571810672059655, -1.3994496166706085, 0.119814932346344, 0.3815429657697678, -0.1622978821396828, 0.9143638238310814, -0.0365824997425079, -5.96012207865715, 1.801579624414444, -0.6074560731649399, 0.945224966853857, -1.186900275759399, -1.0533882081508636, -2.0467179715633392, 4.763209190219641, 3.4428131617605686, 3.318601319566369, 0.486510906368494]|  0.5156688094139099|     16.00000000|[1532, 215, 0, 30]                                                         | | GPS sucess | actual_k=8
       7|[-0.1481604278087616, -1.3974383622407913, -0.3529799208045006, -2.1096792966127396, -2.571810672059655, -1.3994496166706085, 0.119814932346344, 0.3815429657697678, -0.1622978821396828, 0.9143638238310814, -0.0365824997425079, -5.96012207865715, 1.801579624414444, -0.6074560731649399, 0.945224966853857, -1.186900275759399, -1.0533882081508636, -2.0467179715633392, 4.763209190219641, 3.4428131617605686, 3.318601319566369, 0.486510906368494]|  0.5156688094139099|      8.00000000|[1786, 252, 0, 35]                                                         |  | used quadratic model with 292 points | actual_k=8
       8|[-1.6645097434520721, -0.0970893651247025, -2.6070108637213707, -2.07322409003973, -2.4823715183883905, 1.297962635755539, -0.165652334690094, -0.995709016919136, -2.5718406811356544, -1.699624814093113, -1.1874387562274933, -6.574200838804245, 1.6078654527664185, 0.2841162830591202, 0.7141181491315365, -0.2599293766543269, -2.79745814204216, -4.805879443883896, 4.4749508164823055, 2.1272531785070896, 1.0633513424545527, 2.408582601696253]|  0.5112616419792175|     16.00000000|[2041, 288, 0, 40]                                                         | | GPS sucess | actual_k=8
       9|[-1.6645097434520721, -0.0970893651247025, -2.6070108637213707, -2.07322409003973, -2.4823715183883905, 1.297962635755539, -0.165652334690094, -0.995709016919136, -2.5718406811356544, -1.699624814093113, -1.1874387562274933, -6.574200838804245, 1.6078654527664185, 0.2841162830591202, 0.7141181491315365, -0.2599293766543269, -2.79745814204216, -4.805879443883896, 4.4749508164823055, 2.1272531785070896, 1.0633513424545527, 2.408582601696253]|  0.5112616419792175|      8.00000000|[2294, 326, 0, 45]                                                         |  | used quadratic model with 292 points | actual_k=8
      10|[0.8964267075061798, 1.1844058483839035, -3.7477643713355064, -0.6849125847220421, -2.6063072625547647, -0.081818014383316, -2.660748064517975, -0.0432322174310684, -0.703485406935215, -0.1443573608994484, -1.5996113717556, -7.736992210149765, 0.30805504322052, 0.0025107711553574, -1.1477120853960514, 1.2372823180630803, -4.673223823308945, -8.06362995505333, 3.4353539012372494, 3.072468224912882, 0.8536462429910898, -0.2255662344396114]|  0.4591778814792633|     16.00000000|[2550, 361, 0, 50]                                                         | | GPS sucess | actual_k=8
