k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.3, 0.4]                                                                      |4171.3061619604923180|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3, 0.4]                                                                      |4171.3061619604923180|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[-0.1755666553974152, 0.2524683564901352]                                       |628.5527954101562500|      1.00000000|[8, 2, 1, 3]                                                               | | GPS sucess | actual_k=1
       3|[-0.1755666553974152, 0.2524683564901352]                                       |628.5527954101562500|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[-0.0546689748764038, 0.3356954917311669]                                       |213.8520812988281250|      1.00000000|[15, 4, 2, 6]                                                              | | GPS sucess | actual_k=1
       5|[-0.0546689748764038, 0.3356954917311669]                                       |213.8520812988281250|      0.50000000|[18, 5, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-0.0546689748764038, 0.3356954917311669]                                       |213.8520812988281250|      0.25000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.0546689748764038, 0.3356954917311669]                                       |213.8520812988281250|      0.12500000|[26, 7, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-0.0546689748764038, 0.3356954917311669]                                       |213.8520812988281250|      0.06250000|[30, 8, 6, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[-0.0546689748764038, 0.3356954917311669]                                       |213.8520812988281250|      0.03125000|[34, 9, 7, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.0634771341457963, 0.3271100023761392]                                       |207.6874542236328125|      0.06250000|[38, 10, 7, 17]                                                            | | GPS sucess | actual_k=1
      11|[-0.0634771341457963, 0.3271100023761392]                                       |207.6874542236328125|      0.03125000|[41, 11, 8, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[-0.0634771341457963, 0.3271100023761392]                                       |207.6874542236328125|      0.01562500|[45, 12, 9, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
