k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, -1.0]                                                                     |485165194.4106902480125427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0395785197615623, -0.5335728824138641]                                      |19533.0273437500000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-0.8494146689772606, 0.7711745798587799]                                       |  1.6220710277557373|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-0.8494146689772606, 0.7711745798587799]                                       |  1.6220710277557373|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[-0.0068226680159569, 0.9617305845022202]                                       |  0.9694573283195496|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[-0.0068226680159569, 0.9617305845022202]                                       |  0.9694573283195496|      2.00000000|[17, 5, 1, 6]                                                              |  | used linear model with 5 points | actual_k=1
       6|[1.5063412562012672, 1.529493734240532]                                         |  0.6527370214462280|      4.00000000|[20, 6, 1, 7]                                                              | | GPS sucess | actual_k=1
       7|[1.5063412562012672, 1.529493734240532]                                         |  0.6527370214462280|      2.00000000|[23, 7, 2, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[1.5063412562012672, 1.529493734240532]                                         |  0.6527370214462280|      1.00000000|[27, 8, 3, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[1.4610207304358482, 1.825201377272606]                                         |  0.3651041984558105|      2.00000000|[31, 9, 3, 12]                                                             | | GPS sucess | actual_k=1
      10|[1.4610207304358482, 1.825201377272606]                                         |  0.3651041984558105|      1.00000000|[34, 10, 4, 14]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[1.5676969662308693, 1.8514700699597597]                                        |  0.2874073386192322|      2.00000000|[38, 11, 4, 15]                                                            | | GPS sucess | actual_k=1
      12|[1.5676969662308693, 1.8514700699597597]                                        |  0.2874073386192322|      1.00000000|[41, 12, 5, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[1.6934139803051949, 1.9597514066845179]                                        |  0.2713679969310760|      2.00000000|[45, 13, 5, 18]                                                            | | GPS sucess | actual_k=1
      14|[1.6934139803051949, 1.9597514066845179]                                        |  0.2713679969310760|      1.00000000|[48, 14, 6, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
