k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      | 14.2031250000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3498386144638062, 0.0939702391624451]                                        |  2.5375185012817383|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.3498386144638062, 0.0939702391624451]                                        |  2.5375185012817383|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[1.7719059586524963, -0.0540315508842468]                                       |  1.0960023403167725|      2.00000000|[14, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[3.558752715587616, 0.5441712737083435]                                         |  0.2097252458333969|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[3.558752715587616, 0.5441712737083435]                                         |  0.2097252458333969|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[3.558752715587616, 0.5441712737083435]                                         |  0.2097252458333969|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[2.6539820432662964, 0.2916662991046906]                                        |  0.1774457544088364|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[2.6539820432662964, 0.2916662991046906]                                        |  0.1774457544088364|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[2.6539820432662964, 0.2916662991046906]                                        |  0.1774457544088364|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[2.3220983147621155, 0.3141021300107241]                                        |  0.1737680435180664|      1.00000000|[46, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[2.3220983147621155, 0.3141021300107241]                                        |  0.1737680435180664|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[2.75589257478714, 0.3773127142339945]                                          |  0.0598691552877426|      1.00000000|[55, 0, 6, 18]                                                             | | GPS sucess | actual_k=0
      13|[2.75589257478714, 0.3773127142339945]                                          |  0.0598691552877426|      0.50000000|[59, 0, 7, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
