k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1793725104302015, -0.5714634925893083]                                       |132.3049486067415899|      2.00000000|[2, 1, 1, 2]                                                               |  | used linear model with 3 points | iterate success | actual_k=1
       2|[1.1967870802849379, 1.4284605710932479]                                        | 34.4751319885253906|      4.00000000|[5, 1, 1, 3]                                                               | | GPS sucess | actual_k=1
       3|[1.1967870802849379, 1.4284605710932479]                                        | 34.4751319885253906|      2.00000000|[7, 1, 2, 5]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       4|[1.1967870802849379, 1.4284605710932479]                                        | 34.4751319885253906|      1.00000000|[9, 2, 3, 7]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       5|[1.1967870802849379, 1.4284605710932479]                                        | 34.4751319885253906|      0.50000000|[12, 2, 4, 9]                                                              |  | used linear model with 3 points | iterate failure | actual_k=1
       6|[0.723392805573329, 1.5893887459465728]                                         | 31.1922931671142578|      1.00000000|[15, 2, 4, 10]                                                             | | GPS sucess | actual_k=1
       7|[0.723392805573329, 1.5893887459465728]                                         | 31.1922931671142578|      0.50000000|[17, 2, 5, 12]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       8|[0.723392805573329, 1.5893887459465728]                                         | 31.1922931671142578|      0.25000000|[20, 2, 6, 14]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       9|[0.9695249861350477, 1.5455829279319129]                                        | 29.6073128557231264|      0.50000000|[22, 3, 7, 16]                                                             |  | used linear model with 3 points | iterate success | actual_k=1
      10|[0.4844526117911756, 1.4243197517291388]                                        | 28.5847320556640625|      1.00000000|[24, 4, 7, 17]                                                             | | GPS sucess | actual_k=1
      11|[1.0814452236762464, 0.6220730023280463]                                        | 10.2011213302612305|      2.00000000|[26, 4, 7, 18]                                                             | | GPS sucess | actual_k=1
      12|[1.0814452236762464, 0.6220730023280463]                                        | 10.2011213302612305|      1.00000000|[27, 5, 8, 20]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
