k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 1.0]                                                                      |217.3621226801203932|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.273298978805542, 1.1902847290039062]                                         |180.7698059082031250|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.7025818228721619, 0.6447027325630188]                                        |114.0098876953125000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[1.7025818228721619, 0.6447027325630188]                                        |114.0098876953125000|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.6649574637413025, 0.2777928709983826]                                        | 78.4662551879882812|      4.00000000|[14, 4, 1, 5]                                                              | | GPS sucess | actual_k=1
       5|[0.6649574637413025, 0.2777928709983826]                                        | 78.4662551879882812|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.6649574637413025, 0.2777928709983826]                                        | 78.4662551879882812|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.6649574637413025, 0.2777928709983826]                                        | 78.4662551879882812|      0.50000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.2900823232171638, -0.0530675663721305]                                       | 55.3914996860645488|      1.00000000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       9|[0.0550240155694587, 0.3661716566312569]                                        | 14.5736961364746094|      2.00000000|[33, 9, 5, 14]                                                             | | GPS sucess | actual_k=1
      10|[0.0550240155694587, 0.3661716566312569]                                        | 14.5736961364746094|      1.00000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.0550240155694587, 0.3661716566312569]                                        | 14.5736961364746094|      0.50000000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.0550240155694587, 0.3661716566312569]                                        | 14.5736961364746094|      0.25000000|[44, 12, 8, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
