k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0]                                                                    | 17.1523467319888496|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.989014049060643, 9.336329400539398]                                          | 15.0184917449951172|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[9.696845938451588, 8.874029397964478]                                          | 14.1497116088867188|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[9.696845938451588, 8.874029397964478]                                          | 14.1497116088867188|      2.00000000|[10, 3, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[9.696845938451588, 8.874029397964478]                                          | 14.1497116088867188|      1.00000000|[14, 4, 1, 5]                                                              |  | used linear model with 5 points | actual_k=1
       5|[9.696845938451588, 8.874029397964478]                                          | 14.1497116088867188|      0.50000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[9.696845938451588, 8.874029397964478]                                          | 14.1497116088867188|      0.25000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[9.696845938451588, 8.874029397964478]                                          | 14.1497116088867188|      0.12500000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[9.696845938451588, 8.874029397964478]                                          | 14.1497116088867188|      0.06250000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[9.696845938451588, 8.874029397964478]                                          | 14.1497116088867188|      0.03125000|[33, 9, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[9.70330285280943, 8.875391174573451]                                           | 14.1492834091186523|      0.06250000|[37, 10, 6, 16]                                                            | | GPS sucess | actual_k=1
      11|[9.745689243078232, 8.841445398051292]                                          | 14.1455307006835938|      0.12500000|[40, 11, 6, 17]                                                            | | GPS sucess | actual_k=1
      12|[9.785106971859932, 8.786577199120075]                                          | 14.1402168273925781|      0.25000000|[43, 12, 6, 18]                                                            | | GPS sucess | actual_k=1
      13|[9.785106971859932, 8.786577199120075]                                          | 14.1402168273925781|      0.12500000|[46, 13, 7, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
