k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1340482831001282, 0.006481281016022]                                         | 57.8829803466796875|      2.00000000|[3, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.1340482831001282, 0.006481281016022]                                         | 57.8829803466796875|      1.00000000|[5, 0, 1, 3]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       3|[1.1340482831001282, 0.006481281016022]                                         | 57.8829803466796875|      0.50000000|[8, 0, 2, 5]                                                               |  | used linear model with 3 points | iterate failure | actual_k=0
       4|[1.0752081871032715, 0.4868541271425784]                                        | 17.2806167602539062|      1.00000000|[11, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[1.0752081871032715, 0.4868541271425784]                                        | 17.2806167602539062|      0.50000000|[13, 0, 3, 8]                                                              |  | used linear model with 3 points | iterate failure | actual_k=0
       6|[1.135688379406929, 0.5380926416255534]                                         | 16.4803543090820312|      1.00000000|[16, 0, 3, 9]                                                              | | GPS sucess | actual_k=0
       7|[1.135688379406929, 0.5380926416255534]                                         | 16.4803543090820312|      0.50000000|[18, 0, 4, 11]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       8|[1.135688379406929, 0.5380926416255534]                                         | 16.4803543090820312|      0.25000000|[21, 0, 5, 13]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
       9|[0.9434588104486465, 0.639600692782551]                                         |  9.4286117553710938|      0.50000000|[24, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[0.9938105195760727, 0.7597300694324076]                                        |  4.1395030021667480|      1.00000000|[26, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[0.9938105195760727, 0.7597300694324076]                                        |  4.1395030021667480|      0.50000000|[28, 0, 6, 17]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      12|[0.9938105195760727, 0.7597300694324076]                                        |  4.1395030021667480|      0.25000000|[31, 0, 7, 19]                                                             |  | used linear model with 3 points | iterate failure | actual_k=0
      13|[1.0050917193293571, 0.9093450740911067]                                        |  0.6145061850547791|      0.50000000|[34, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
