k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1]                                                                    | 41.0311021275976984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-4.010627170093358, -0.1037420238368213]                                       | 36.5994491577148438|      0.25000000|[20, 0, 3, 7]                                                              | | GPS sucess | actual_k=0
       5|[-4.010627170093358, -0.1037420238368213]                                       | 36.5994491577148438|      0.12500000|[24, 0, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-4.010627170093358, -0.1037420238368213]                                       | 36.5994491577148438|      0.06250000|[29, 0, 5, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-4.010627170093358, -0.1037420238368213]                                       | 36.5994491577148438|      0.03125000|[34, 0, 6, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-3.9814375629648566, -0.1127213257364929]                                      | 35.4010238647460938|      0.06250000|[39, 0, 6, 14]                                                             | | GPS sucess | actual_k=0
       9|[-3.9814375629648566, -0.1127213257364929]                                      | 35.4010238647460938|      0.03125000|[43, 0, 7, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-3.9814375629648566, -0.1127213257364929]                                      | 35.4010238647460938|      0.01562500|[48, 0, 8, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-3.975715259090066, -0.1128332478634547]                                       | 35.1633682250976562|      0.03125000|[53, 0, 8, 19]                                                             | | GPS sucess | actual_k=0
      12|[-3.999095557257533, -0.1096482981170993]                                       | 34.9750213623046875|      0.06250000|[57, 0, 8, 20]                                                             | | GPS sucess | actual_k=0
