k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, -1.0]                                                                     |485165194.4106902480125427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1001633405685425, -0.0050289630889893]                                      |  0.2452626675367355|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-0.1001633405685425, -0.0050289630889893]                                      |  0.2452626675367355|      1.00000000|[8, 2, 1, 4]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[1.3132354021072388, 1.409998893737793]                                         |  0.2414333075284958|      2.00000000|[12, 3, 1, 5]                                                              | | GPS sucess | actual_k=1
       4|[1.3132354021072388, 1.409998893737793]                                         |  0.2414333075284958|      1.00000000|[15, 5, 2, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[1.3132354021072388, 1.409998893737793]                                         |  0.2414333075284958|      0.50000000|[20, 6, 3, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[1.3132354021072388, 1.409998893737793]                                         |  0.2414333075284958|      0.25000000|[24, 8, 4, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[1.3132354021072388, 1.409998893737793]                                         |  0.2414333075284958|      0.12500000|[29, 9, 5, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[1.448467031121254, 1.6202663481235504]                                         |  0.2042336761951447|      0.25000000|[33, 10, 5, 18]                                                            | | GPS sucess | actual_k=1
       9|[1.448467031121254, 1.6202663481235504]                                         |  0.2042336761951447|      0.12500000|[37, 11, 6, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
