k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.3, 0.4]                                                                      |4171.3061619604923180|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6619743824005127, 0.1268602848052979]                                       |1416.9283447265625000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.6619743824005127, 0.1268602848052979]                                       |1416.9283447265625000|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[-0.6619743824005127, 0.1268602848052979]                                       |1416.9283447265625000|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-1.1586622714996337, 0.1843157798051834]                                       |1139.8566894531250000|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[-1.1586622714996337, 0.1843157798051834]                                       |1139.8566894531250000|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-1.629575741291046, 0.3523648470640183]                                        |328.9055175781250000|      1.00000000|[28, 0, 3, 9]                                                              | | GPS sucess | actual_k=0
       7|[-1.629575741291046, 0.3523648470640183]                                        |328.9055175781250000|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-1.629575741291046, 0.3523648470640183]                                        |328.9055175781250000|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-1.629575741291046, 0.3523648470640183]                                        |328.9055175781250000|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-1.7543582439422607, 0.344994118064642]                                        |286.0126647949218750|      0.25000000|[47, 0, 6, 16]                                                             | | GPS sucess | actual_k=0
      11|[-1.7543582439422607, 0.344994118064642]                                        |286.0126647949218750|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[-1.7543582439422607, 0.344994118064642]                                        |286.0126647949218750|      0.06250000|[56, 0, 8, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
