k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |17984.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0279057025909424, 3.2843631505966187]                                        |2276.5529785156250000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.5032992362976074, -0.4136868715286255]                                       | 62.4624748229980469|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[0.5032992362976074, -0.4136868715286255]                                       | 62.4624748229980469|      2.00000000|[11, 3, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.5032992362976074, -0.4136868715286255]                                       | 62.4624748229980469|      1.00000000|[15, 5, 2, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[-0.4559900164604187, -0.1312614381313324]                                      | 17.2953090667724609|      2.00000000|[19, 6, 2, 9]                                                              | | GPS sucess | actual_k=1
       6|[-0.4559900164604187, -0.1312614381313324]                                      | 17.2953090667724609|      1.00000000|[23, 7, 3, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[-0.4559900164604187, -0.1312614381313324]                                      | 17.2953090667724609|      0.50000000|[28, 8, 4, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-0.2100223898887634, 0.304054468870163]                                        |  6.7779521942138672|      1.00000000|[32, 9, 4, 16]                                                             | | GPS sucess | actual_k=1
       9|[-0.2100223898887634, 0.304054468870163]                                        |  6.7779521942138672|      0.50000000|[36, 10, 5, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[0.7015801072120667, 0.7151272296905518]                                        |  5.9798107147216797|      1.00000000|[40, 11, 5, 20]                                                            | | GPS sucess | actual_k=1
