k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.712389, -1.0]                                                                |  5.5516525218302499|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[4.712389, -1.0]                                                                |  5.5516525218302499|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[4.58821702772522, -0.9856361262500286]                                         |  5.3073487281799316|      0.25000000|[20, 0, 3, 7]                                                              | | GPS sucess | actual_k=0
       5|[4.58821702772522, -0.9856361262500286]                                         |  5.3073487281799316|      0.12500000|[24, 0, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[4.58821702772522, -0.9856361262500286]                                         |  5.3073487281799316|      0.06250000|[29, 0, 5, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[4.527469367028713, -0.9709401410073042]                                        |  5.2687563896179199|      0.12500000|[34, 0, 5, 12]                                                             | | GPS sucess | actual_k=0
       8|[4.527469367028713, -0.9709401410073042]                                        |  5.2687563896179199|      0.06250000|[38, 0, 6, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[4.527469367028713, -0.9709401410073042]                                        |  5.2687563896179199|      0.03125000|[43, 0, 7, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[4.4962737413659095, -0.9727828232571483]                                       |  5.0697617530822754|      0.06250000|[48, 0, 7, 17]                                                             | | GPS sucess | actual_k=0
      11|[4.435749180854797, -0.9571934649720788]                                        |  4.9418654441833496|      0.12500000|[52, 0, 7, 18]                                                             | | GPS sucess | actual_k=0
      12|[4.315833427251816, -0.921905898489058]                                         |  4.6568455696105957|      0.25000000|[56, 0, 7, 19]                                                             | | GPS sucess | actual_k=0
      13|[4.315833427251816, -0.921905898489058]                                         |  4.6568455696105957|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
