k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 24.0625000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3505126535892487, 0.8198127746582031]                                        |  0.4159660637378693|      2.00000000|[4, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.3505126535892487, 0.8198127746582031]                                        |  0.4159660637378693|      1.00000000|[7, 0, 1, 3]                                                               |  | used linear model with 4 points | iterate failure | actual_k=0
       3|[0.3505126535892487, 0.8198127746582031]                                        |  0.4159660637378693|      0.50000000|[11, 0, 2, 5]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       4|[0.3505126535892487, 0.8198127746582031]                                        |  0.4159660637378693|      0.25000000|[15, 0, 3, 7]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       5|[0.3505126535892487, 0.8198127746582031]                                        |  0.4159660637378693|      0.12500000|[19, 0, 4, 9]                                                              |  | used linear model with 4 points | iterate failure | actual_k=0
       6|[0.3505126535892487, 0.8198127746582031]                                        |  0.4159660637378693|      0.06250000|[23, 0, 5, 11]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       7|[0.3923208825290203, 0.7778248153626919]                                        |  0.3109705746173859|      0.12500000|[27, 0, 5, 12]                                                             | | GPS sucess | actual_k=0
       8|[0.3923208825290203, 0.7778248153626919]                                        |  0.3109705746173859|      0.06250000|[30, 0, 6, 14]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
       9|[0.426118440926075, 0.7619453575462103]                                         |  0.3063239157199860|      0.12500000|[34, 0, 6, 15]                                                             | | GPS sucess | actual_k=0
      10|[0.426118440926075, 0.7619453575462103]                                         |  0.3063239157199860|      0.06250000|[37, 0, 7, 17]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      11|[0.426118440926075, 0.7619453575462103]                                         |  0.3063239157199860|      0.03125000|[41, 0, 8, 19]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
      12|[0.426118440926075, 0.7619453575462103]                                         |  0.3063239157199860|      0.01562500|[45, 0, 9, 21]                                                             |  | used linear model with 4 points | iterate failure | actual_k=0
