k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.2678128063678742, 0.6184096574783325, 0.7240077495574951, 0.6195320159196853, 0.5034384191036224, 2.887344814836979, 4.871251225471497, 6.855157628655434, 2.9261786341667175, 4.322970420122147, 5.306876838207245]|  3.1561417579650879|      2.00000000|[10, 3, 1, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       2|[1.2678128063678742, 0.6184096574783325, 0.7240077495574951, 0.6195320159196853, 0.5034384191036224, 2.887344814836979, 4.871251225471497, 6.855157628655434, 2.9261786341667175, 4.322970420122147, 5.306876838207245]|  3.1561417579650879|      1.00000000|[23, 7, 1, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.2678128063678742, 0.6184096574783325, 0.7240077495574951, 0.6195320159196853, 0.5034384191036224, 2.887344814836979, 4.871251225471497, 6.855157628655434, 2.9261786341667175, 4.322970420122147, 5.306876838207245]|  3.1561417579650879|      0.50000000|[35, 11, 1, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.2810182146691154, 0.1872671812514798, 0.789006325091105, 0.5257794174854671, 0.5430546441928734, 2.93356374781057, 4.924072858676461, 6.857149603941815, 2.744864464788323, 4.395600171022327, 5.386109288385747]|  2.8005619049072266|      1.00000000|[41, 13, 1, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       5|[1.2810182146691154, 0.1872671812514798, 0.789006325091105, 0.5257794174854671, 0.5430546441928734, 2.93356374781057, 4.924072858676461, 6.857149603941815, 2.744864464788323, 4.395600171022327, 5.386109288385747]|  2.8005619049072266|      0.50000000|[54, 17, 2, 19]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.3536403229253222, 0.233109192115397, 0.8405073808276169, 0.5901557362052746, 0.33469540452976, 3.023690597064994, 4.6806004938465495, 6.973026979475752, 2.796680572770337, 4.5372280748924565, 5.684172566518785]|  2.0866014957427979|      1.00000000|[64, 20, 3, 23]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       7|[1.3536403229253222, 0.233109192115397, 0.8405073808276169, 0.5901557362052746, 0.33469540452976, 3.023690597064994, 4.6806004938465495, 6.973026979475752, 2.796680572770337, 4.5372280748924565, 5.684172566518785]|  2.0866014957427979|      0.50000000|[77, 24, 4, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.0055332419197542, 0.2689181817752631, 0.6425072094446209, 0.5462003240969557, 0.406313383849492, 3.107244914013224, 4.576926558081344, 7.080453954248461, 2.9160438744894575, 4.668527709084512, 5.8274085251582495]|  1.4596472978591919|      1.00000000|[83, 26, 4, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       9|[1.0055332419197542, 0.2689181817752631, 0.6425072094446209, 0.5462003240969557, 0.406313383849492, 3.107244914013224, 4.576926558081344, 7.080453954248461, 2.9160438744894575, 4.668527709084512, 5.8274085251582495]|  1.4596472978591919|      0.50000000|[96, 30, 5, 35]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.9930601057331545, 0.2502084774953635, 0.6175609370714215, 0.6210473219540495, 0.3688939752896928, 3.063588937360125, 5.053630410496429, 7.024324841408762, 2.853678193556459, 4.659777577730776, 5.752569708038651]|  1.1044311523437500|      1.00000000|[99, 31, 5, 36]                                                            | | GPS sucess | actual_k=1
      11|[0.968113833359955, 0.2127890689355643, 0.5676683923250225, 0.5586816410210509, 0.2940551581700944, 2.9762769840539267, 6.007038115326599, 6.865484080820116, 2.7289468316904615, 4.522573079678179, 5.653701516796433]|  1.0654379129409790|      2.00000000|[105, 33, 5, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
      12|[0.968113833359955, 0.2127890689355643, 0.5676683923250225, 0.5586816410210509, 0.2940551581700944, 2.9762769840539267, 6.007038115326599, 6.865484080820116, 2.7289468316904615, 4.522573079678179, 5.653701516796433]|  1.0654379129409790|      1.00000000|[117, 37, 6, 43]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
