k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.7000741958618164, 0.9092263430356979, 0.9116843119263649, 0.6107735931873322, 0.9263889938592911, 0.7087748944759369, 1.1324413120746613, 0.8315411508083344, 0.9961458190809935, 1.1142328903079033, 1.0128037668764591, 0.6501021981239319, 0.7688914388418198, 0.9294097796082497, 1.2062156200408936, 0.8609404265880585, 1.2105275392532349, 1.2928523421287537, 0.995431647170335, 1.0290832929313183, 1.0056970566511154, 0.8057647198438644]|  1.3810627460479736|      2.00000000|[26, 1, 0, 2]                                                              | | GPS sucess | actual_k=1
       2|[1.2316986918449402, 0.4908262342214584, 0.4513458386063576, 0.7848057746887207, 0.7822765111923218, 0.5096179842948914, 0.2084437906742096, 1.247648447751999, 0.4318362816702574, 0.9586614295840263, 1.0018087550997734, 0.2225601375102997, 0.346360519528389, 1.5601023808121681, 0.6344764232635498, 0.3763470053672791, 1.177560456097126, 1.40005062520504, 0.6965534840710461, 1.4832858555018902, 1.3127508908510208, 0.8812853172421455]|  1.1857749223709106|      4.00000000|[51, 2, 0, 4]                                                              | | GPS sucess | actual_k=1
       3|[0.5849714875221252, 1.6514882892370224, 1.051456667482853, 0.2162607908248901, -0.3317915201187134, 0.0929177403450012, 0.102093480527401, 1.786120742559433, -1.6203483000863343, 1.3853394612669945, 1.1013436540961266, -1.063663274049759, 0.5237254053354263, 0.3262482061982155, -0.4306032657623291, -0.2496291995048523, 1.1943430379033089, 1.0634852200746536, 1.1372713898308575, 1.2338487468659878, 0.598659411072731, 2.0974824503064156]|  0.9592322111129761|      8.00000000|[76, 3, 0, 6]                                                              | | GPS sucess | actual_k=1
       4|[1.4521306157112122, 1.9414316266775131, 1.9129287376999855, 1.6428804397583008, -1.119301676750183, -0.4337362051010132, -2.0259759202599525, 0.0948923528194427, -5.9776366606820375, -0.8058815374970436, 0.3985068425536156, -2.050991028547287, -0.3587699979543686, 1.9499423876404762, -0.4506447277963161, -0.6723338961601257, 1.864063449203968, -1.5081323832273483, 0.1492552612908185, 1.044481586664915, -1.3363009542226791, 0.497032530605793]|  0.8701484203338623|     16.00000000|[100, 5, 0, 8]                                                             | | GPS sucess | actual_k=1
       5|[1.4521306157112122, 1.9414316266775131, 1.9129287376999855, 1.6428804397583008, -1.119301676750183, -0.4337362051010132, -2.0259759202599525, 0.0948923528194427, -5.9776366606820375, -0.8058815374970436, 0.3985068425536156, -2.050991028547287, -0.3587699979543686, 1.9499423876404762, -0.4506447277963161, -0.6723338961601257, 1.864063449203968, -1.5081323832273483, 0.1492552612908185, 1.044481586664915, -1.3363009542226791, 0.497032530605793]|  0.8701484203338623|      8.00000000|[125, 6, 0, 10]                                                            |  | used linear model with 27 points | actual_k=1
       6|[2.2712499499320984, -1.01390041410923, 3.0400456562638283, -1.5039639472961426, -0.9481082558631897, -2.120409369468689, -0.1310277953743935, -0.7022999227046967, -4.408287371741608, -1.64985541254282, -0.7918668165802956, -5.0549256503582, 0.278802827000618, 3.109134830534458, 0.0238187350332737, 0.1986590623855591, 0.7214496806263924, -2.540931388735771, 1.1838152264244854, 2.2110572569072247, -3.1362302154302597, 1.4507666304707527]|  0.7658756375312805|     16.00000000|[149, 8, 0, 12]                                                            | | GPS sucess | actual_k=1
       7|[2.2712499499320984, -1.01390041410923, 3.0400456562638283, -1.5039639472961426, -0.9481082558631897, -2.120409369468689, -0.1310277953743935, -0.7022999227046967, -4.408287371741608, -1.64985541254282, -0.7918668165802956, -5.0549256503582, 0.278802827000618, 3.109134830534458, 0.0238187350332737, 0.1986590623855591, 0.7214496806263924, -2.540931388735771, 1.1838152264244854, 2.2110572569072247, -3.1362302154302597, 1.4507666304707527]|  0.7658756375312805|      8.00000000|[174, 9, 0, 14]                                                            |  | used linear model with 27 points | actual_k=1
       8|[-0.3353791832923889, -2.676407590508461, 0.8654579296708107, -4.170600175857544, -1.9737557768821716, 0.1221221685409546, -2.1136604323983192, -0.9756090939044952, -5.479676212416962, -2.935234822332859, -1.6874032393097878, -7.3309697806835175, 0.3052368350327015, 2.183246172964573, 0.3514255322515965, -2.260851263999939, 1.6841078475117683, -0.7228274792432785, 0.7738611255772412, 2.7749576084315777, -0.9971625655889511, 3.2207538560032845]|  0.6319149136543274|     16.00000000|[198, 11, 0, 16]                                                           | | GPS sucess | actual_k=1
       9|[-0.3353791832923889, -2.676407590508461, 0.8654579296708107, -4.170600175857544, -1.9737557768821716, 0.1221221685409546, -2.1136604323983192, -0.9756090939044952, -5.479676212416962, -2.935234822332859, -1.6874032393097878, -7.3309697806835175, 0.3052368350327015, 2.183246172964573, 0.3514255322515965, -2.260851263999939, 1.6841078475117683, -0.7228274792432785, 0.7738611255772412, 2.7749576084315777, -0.9971625655889511, 3.2207538560032845]|  0.6319149136543274|      8.00000000|[223, 12, 0, 18]                                                           |  | used linear model with 27 points | actual_k=1
      10|[-0.21461221575737, -2.7711217775940895, -1.0218097791075706, -2.849224328994751, 0.559359610080719, -0.1943402886390686, -1.3482914343476295, -2.875268131494522, -6.13067891751416, -1.5646968260407448, -1.4749087765812874, -7.7264136373996735, -1.2115903906524181, 1.9481970444321632, -4.2023087702691555, -1.461553692817688, 1.1142159178853035, -1.646950587630272, 3.371831611264497, 1.5743352882564068, -0.2258987873792648, 3.6464249566197395]|  0.6204280853271484|     16.00000000|[248, 13, 0, 20]                                                           | | GPS sucess | actual_k=1
      11|[-0.21461221575737, -2.7711217775940895, -1.0218097791075706, -2.849224328994751, 0.559359610080719, -0.1943402886390686, -1.3482914343476295, -2.875268131494522, -6.13067891751416, -1.5646968260407448, -1.4749087765812874, -7.7264136373996735, -1.2115903906524181, 1.9481970444321632, -4.2023087702691555, -1.461553692817688, 1.1142159178853035, -1.646950587630272, 3.371831611264497, 1.5743352882564068, -0.2258987873792648, 3.6464249566197395]|  0.6204280853271484|      8.00000000|[273, 14, 0, 22]                                                           |  | used linear model with 27 points | actual_k=1
      12|[-0.21461221575737, -2.7711217775940895, -1.0218097791075706, -2.849224328994751, 0.559359610080719, -0.1943402886390686, -1.3482914343476295, -2.875268131494522, -6.13067891751416, -1.5646968260407448, -1.4749087765812874, -7.7264136373996735, -1.2115903906524181, 1.9481970444321632, -4.2023087702691555, -1.461553692817688, 1.1142159178853035, -1.646950587630272, 3.371831611264497, 1.5743352882564068, -0.2258987873792648, 3.6464249566197395]|  0.6204280853271484|      4.00000000|[298, 15, 0, 24]                                                           |  | used linear model with 27 points | actual_k=1
