k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[500.0, 0.0001]                                                                 |10994.3172075699985726|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.06250000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.03125000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.01562500|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.00781250|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.00390625|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[500.0, 0.0001]                                                                 |10994.3172075699985726|      0.00195312|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[499.99946539261146, 0.0002891528227134]                                        |629.8582763671875000|      0.00390625|[50, 0, 9, 19]                                                             | | GPS sucess | actual_k=0
      11|[499.99946539261146, 0.0002891528227134]                                        |629.8582763671875000|      0.00195312|[54, 0, 10, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
