k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.4285364747047424, 0.8206274509429932]                                        | 41.6264686584472656|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[1.4285364747047424, 0.8206274509429932]                                        | 41.6264686584472656|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.530822217464447, 1.2612055242061615]                                         | 21.9537277221679688|      2.00000000|[14, 0, 1, 4]                                                              | | GPS sucess | actual_k=0
       4|[-1.3704918026924133, 1.881692498922348]                                        | 12.3016748428344727|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[-1.3704918026924133, 1.881692498922348]                                        | 12.3016748428344727|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-1.3704918026924133, 1.881692498922348]                                        | 12.3016748428344727|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-1.3704918026924133, 1.881692498922348]                                        | 12.3016748428344727|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-1.2624839842319489, 1.3934975564479828]                                       |  3.2337653636932373|      1.00000000|[37, 0, 4, 12]                                                             | | GPS sucess | actual_k=0
       9|[-1.2624839842319489, 1.3934975564479828]                                       |  3.2337653636932373|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-1.2624839842319489, 1.3934975564479828]                                       |  3.2337653636932373|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-1.0619222968816757, 1.5427457094192505]                                       |  2.1001758575439453|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[-1.0619222968816757, 1.5427457094192505]                                       |  2.1001758575439453|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[-1.0619222968816757, 1.5427457094192505]                                       |  2.1001758575439453|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
