k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, -1.0]                                                                     |485165194.4106902480125427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.5714635252952576, -0.1793725490570068]                                      |  0.3937594592571259|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.5714635252952576, -0.1793725490570068]                                      |  0.3937594592571259|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[-0.5714635252952576, -0.1793725490570068]                                      |  0.3937594592571259|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-0.7265852689743042, -0.6547011137008667]                                      |  0.3107502162456512|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[-0.0750156044960022, 0.103887677192688]                                        |  0.2077785283327103|      2.00000000|[23, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[-0.0750156044960022, 0.103887677192688]                                        |  0.2077785283327103|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.0750156044960022, 0.103887677192688]                                        |  0.2077785283327103|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-0.0750156044960022, 0.103887677192688]                                        |  0.2077785283327103|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.0750156044960022, 0.103887677192688]                                        |  0.2077785283327103|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-0.0750156044960022, 0.103887677192688]                                        |  0.2077785283327103|      0.06250000|[47, 0, 7, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-0.0248751826584339, 0.1411997154355049]                                       |  0.2030885964632034|      0.12500000|[52, 0, 7, 18]                                                             | | GPS sucess | actual_k=0
      12|[-0.1060862429440022, 0.0461746528744698]                                       |  0.2008116096258163|      0.25000000|[56, 0, 7, 19]                                                             | | GPS sucess | actual_k=0
      13|[-0.1060862429440022, 0.0461746528744698]                                       |  0.2008116096258163|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
