k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1]                                                                    | 41.0311021275976984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.50000000|[3, 1, 1, 2]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       2|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.25000000|[6, 2, 2, 4]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       3|[-4.0, -0.1]                                                                    | 41.0311021275976984|      0.12500000|[9, 3, 3, 6]                                                               |  | used linear model with 4 points | iterate failure | actual_k=1
       4|[-3.8808842673897743, -0.1044412119314075]                                      | 40.9394187927246094|      0.25000000|[13, 3, 3, 7]                                                              | | GPS sucess | actual_k=1
       5|[-3.8808842673897743, -0.1044412119314075]                                      | 40.9394187927246094|      0.12500000|[15, 4, 4, 9]                                                              |  | used linear model with 4 points | iterate failure | actual_k=1
       6|[-3.8808842673897743, -0.1044412119314075]                                      | 40.9394187927246094|      0.06250000|[18, 5, 5, 11]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       7|[-3.8808842673897743, -0.1044412119314075]                                      | 40.9394187927246094|      0.03125000|[21, 6, 6, 13]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
       8|[-3.852793224155903, -0.1169159155339003]                                       | 31.9716472625732422|      0.06250000|[24, 7, 6, 14]                                                             | | GPS sucess | actual_k=1
       9|[-3.852793224155903, -0.1169159155339003]                                       | 31.9716472625732422|      0.03125000|[26, 8, 7, 16]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      10|[-3.852793224155903, -0.1169159155339003]                                       | 31.9716472625732422|      0.01562500|[29, 9, 8, 18]                                                             |  | used linear model with 4 points | iterate failure | actual_k=1
      11|[-3.852793224155903, -0.1169159155339003]                                       | 31.9716472625732422|      0.00781250|[32, 10, 9, 20]                                                            |  | used linear model with 4 points | iterate failure | actual_k=1
