k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |2117.3170600156249748|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0032735557761043, 4.036425411701202]                                         |564.0844116210937500|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.4552899689879268, 3.2793591022491455]                                        | 93.8597717285156250|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.7019892723765224, 2.861055850982666]                                         | 29.5260219573974609|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[0.7019892723765224, 2.861055850982666]                                         | 29.5260219573974609|      4.00000000|[17, 0, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.7019892723765224, 2.861055850982666]                                         | 29.5260219573974609|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.0806445686612278, 1.0876411199569702]                                       |  0.0333670787513256|      4.00000000|[27, 0, 2, 8]                                                              | | GPS sucess | actual_k=0
       7|[-0.0806445686612278, 1.0876411199569702]                                       |  0.0333670787513256|      2.00000000|[31, 0, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-0.0806445686612278, 1.0876411199569702]                                       |  0.0333670787513256|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.0806445686612278, 1.0876411199569702]                                       |  0.0333670787513256|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-0.0806445686612278, 1.0876411199569702]                                       |  0.0333670787513256|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.0574279220309108, 1.0110750868916512]                                        |  0.0241049751639366|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[0.0574279220309108, 1.0110750868916512]                                        |  0.0241049751639366|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[0.0574279220309108, 1.0110750868916512]                                        |  0.0241049751639366|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
