k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[15.0, 6.0]                                                                     |-2641.3632314451997445|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[15.0, 6.0]                                                                     |-2641.3632314451997445|      0.50000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       2|[15.04126225411892, 5.684806674718857]                                          |-2827.7631835937500000|      1.00000000|[8, 2, 1, 3]                                                               | | GPS sucess | actual_k=1
       3|[15.04126225411892, 5.684806674718857]                                          |-2827.7631835937500000|      0.50000000|[11, 3, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[15.04126225411892, 5.684806674718857]                                          |-2827.7631835937500000|      0.25000000|[15, 4, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[14.959845662117004, 5.547863006591797]                                         |-2917.9987792968750000|      0.50000000|[19, 5, 3, 8]                                                              | | GPS sucess | actual_k=1
       6|[14.959845662117004, 5.547863006591797]                                         |-2917.9987792968750000|      0.25000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[14.959845662117004, 5.547863006591797]                                         |-2917.9987792968750000|      0.12500000|[26, 7, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[15.018216870725155, 5.499363128095865]                                         |-2944.9497070312500000|      0.25000000|[30, 8, 5, 13]                                                             | | GPS sucess | actual_k=1
       9|[15.101458549499512, 5.396102841943502]                                         |-3003.8481445312500000|      0.50000000|[33, 9, 5, 14]                                                             | | GPS sucess | actual_k=1
      10|[15.101458549499512, 5.396102841943502]                                         |-3003.8481445312500000|      0.25000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[15.101458549499512, 5.396102841943502]                                         |-3003.8481445312500000|      0.12500000|[40, 11, 7, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[15.141326613724232, 5.287924464792013]                                         |-3069.0332031250000000|      0.25000000|[44, 12, 7, 19]                                                            | | GPS sucess | actual_k=1
      13|[15.007543124258518, 5.133931320160627]                                         |-3181.9216308593750000|      0.50000000|[47, 13, 7, 20]                                                            | | GPS sucess | actual_k=1
