k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.3, 0.4]                                                                      |4171.3061619604923180|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1005800098180771, 0.095361465215683]                                         |1116.4154052734375000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.3806595534086227, -1.8303440868854524]                                       |775.0570068359375000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[0.2607819467782974, -2.965353971719742]                                        |621.8858642578125000|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[0.2607819467782974, -2.965353971719742]                                        |621.8858642578125000|      4.00000000|[13, 4, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.2607819467782974, -2.965353971719742]                                        |621.8858642578125000|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.2607819467782974, -2.965353971719742]                                        |621.8858642578125000|      1.00000000|[21, 6, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.2607819467782974, -2.965353971719742]                                        |621.8858642578125000|      0.50000000|[25, 7, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.2607819467782974, -2.965353971719742]                                        |621.8858642578125000|      0.25000000|[29, 8, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.2817916378378868, -2.8070055156946183]                                       |472.2021179199218750|      0.50000000|[33, 9, 5, 14]                                                             | | GPS sucess | actual_k=1
      10|[0.2817916378378868, -2.8070055156946183]                                       |472.2021179199218750|      0.25000000|[36, 10, 6, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.3628976076841354, -2.9434334993362428]                                       |436.3228149414062500|      0.50000000|[40, 11, 6, 17]                                                            | | GPS sucess | actual_k=1
      12|[0.3409932229667902, -3.27279714345932]                                         |272.5447998046875000|      1.00000000|[43, 12, 6, 18]                                                            | | GPS sucess | actual_k=1
      13|[0.3409932229667902, -3.27279714345932]                                         |272.5447998046875000|      0.50000000|[46, 13, 7, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
