k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8789917677640915, 0.9178726524114609, 0.9129003658890724, 0.8712172210216522, 0.8084167987108231, 0.7443034648895264, 0.6985015571117401, 0.6864891946315765, 0.7992173284292221, 0.7877591848373413, 0.8899183794856071, 1.0044051920995116, 1.107071653008461, 1.1723742187023163, 1.1787109673023224, 1.1145560815930367, 0.7993085384368896, 0.817294716835022, 0.6669622659683228, 0.6197233498096466, 0.792087122797966, 1.3271390199661255]|  1.3901771306991577|      2.00000000|[33, 0, 0, 2]                                                              | | GPS sucess | actual_k=0
       2|[0.6369753032922745, 0.7536179572343826, 0.7387010976672173, 0.6298467665910721, 0.4252503961324692, 0.2329103946685791, 0.0955046713352203, 0.0594675838947296, 0.2322519868612289, 0.3632775545120239, 0.6697551384568214, 1.0132155762985349, 1.321214959025383, 1.5171226561069489, 0.8101586997509003, 1.34366824477911, 0.7690881453454494, 0.4518841505050659, 0.0008867979049683, -0.1408299505710602, 0.376261368393898, 1.9814170598983765]|  1.1326769590377808|      4.00000000|[65, 0, 0, 4]                                                              | | GPS sucess | actual_k=0
       3|[-0.5873281806707382, 0.6069858372211456, -0.3810792043805122, -0.3639938682317734, -0.360860601067543, -0.2762254476547241, -0.1107326298952103, 0.1179359257221222, 0.4488331526517868, 0.5780641287565231, 0.7026568092405796, 0.7096106754615903, 0.6008525341749191, 0.4142121374607086, -0.5087747871875763, 0.0903123840689659, -0.0842387117445469, 0.2746494710445404, 0.5623829960823059, 0.8281020224094391, -0.8922676891088486, 0.4130294322967529]|  0.8309149146080017|      8.00000000|[97, 0, 0, 6]                                                              | | GPS sucess | actual_k=0
       4|[-0.2717536836862564, 0.8959043323993683, -0.2982781603932381, -0.6552867740392685, -1.1321845203638077, -1.5350278615951538, -1.752719834446907, -5.333977907896042, -1.2951513081789017, -0.8262217789888382, -0.1653289757668972, 0.4550602780655026, -4.049946740269661, 1.025015503168106, 0.1236158311367035, 0.451125256717205, -0.1540888585150242, -0.1413194835186005, 0.1554283201694489, 0.8961648046970367, -0.2667642682790756, 0.2647144347429276]|  0.6694803833961487|     16.00000000|[129, 0, 0, 8]                                                             | | GPS sucess | actual_k=0
       5|[-5.168967619538307, -3.835877150297165, -4.777399368584156, -4.63064931333065, -4.2766285091638565, -3.5715712308883667, -2.5776690393686295, -5.100104540586472, -0.4288266450166702, 0.0329245179891586, -0.0337222926318645, -0.7593593252822757, -6.931396439671516, -3.386626571416855, 5.1175452172756195, -4.562298186123371, -3.5673962868750095, -0.8502582013607025, 2.4014131128787994, 4.771892696619034, 1.6570118814706802, 6.76482792198658]|  0.6077029705047607|     32.00000000|[161, 0, 0, 10]                                                            | | GPS sucess | actual_k=0
       6|[-5.168967619538307, -3.835877150297165, -4.777399368584156, -4.63064931333065, -4.2766285091638565, -3.5715712308883667, -2.5776690393686295, -5.100104540586472, -0.4288266450166702, 0.0329245179891586, -0.0337222926318645, -0.7593593252822757, -6.931396439671516, -3.386626571416855, 5.1175452172756195, -4.562298186123371, -3.5673962868750095, -0.8502582013607025, 2.4014131128787994, 4.771892696619034, 1.6570118814706802, 6.76482792198658]|  0.6077029705047607|     16.00000000|[193, 0, 0, 12]                                                            |  | used linear model with 33 points | actual_k=0
       7|[-5.072831809520721, -2.7571021020412445, -2.642096348106861, -1.8028669208288193, -1.4081175476312637, -1.3863338232040405, -1.6584986597299576, -5.733179539442062, -2.542553022503853, -3.1765595823526382, -3.776272427290678, -4.4830715311691165, -2.4720229655504227, -3.305242918431759, 2.287379115819931, -7.7561537101864815, -7.514922741800547, -5.540861934423447, -2.456807464361191, 0.5779482424259186, -2.0599747747182846, -0.630111500620842]|  0.5477082133293152|     32.00000000|[225, 0, 0, 14]                                                            | | GPS sucess | actual_k=0
       8|[-5.072831809520721, -2.7571021020412445, -2.642096348106861, -1.8028669208288193, -1.4081175476312637, -1.3863338232040405, -1.6584986597299576, -5.733179539442062, -2.542553022503853, -3.1765595823526382, -3.776272427290678, -4.4830715311691165, -2.4720229655504227, -3.305242918431759, 2.287379115819931, -7.7561537101864815, -7.514922741800547, -5.540861934423447, -2.456807464361191, 0.5779482424259186, -2.0599747747182846, -0.630111500620842]|  0.5477082133293152|     16.00000000|[257, 0, 0, 16]                                                            |  | used linear model with 33 points | actual_k=0
       9|[-5.072831809520721, -2.7571021020412445, -2.642096348106861, -1.8028669208288193, -1.4081175476312637, -1.3863338232040405, -1.6584986597299576, -5.733179539442062, -2.542553022503853, -3.1765595823526382, -3.776272427290678, -4.4830715311691165, -2.4720229655504227, -3.305242918431759, 2.287379115819931, -7.7561537101864815, -7.514922741800547, -5.540861934423447, -2.456807464361191, 0.5779482424259186, -2.0599747747182846, -0.630111500620842]|  0.5477082133293152|      8.00000000|[289, 0, 0, 18]                                                            |  | used linear model with 33 points | actual_k=0
      10|[-5.125904597342014, -2.928658664226532, -2.8984742239117622, -2.0781202763319016, -1.623116597533226, -1.472534753382206, -1.5811423063278198, -5.508843287825584, -2.2467823773622513, -2.9386558532714844, -3.760123383253813, -4.8550952626392245, -3.359763815999031, -4.752824567258358, 0.3579617440700531, -0.7799898460507393, -9.612165812402964, -7.120017617940903, -3.1270759403705597, 0.9131518006324768, -1.3117862790822983, -1.0133681744337082]|  0.5118204355239868|     16.00000000|[321, 0, 0, 20]                                                            | | GPS sucess | actual_k=0
