k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9607943296432495, 0.7227377891540527]                                        |  2.9701654911041260|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[2.4217202067375183, -1.2234244346618652]                                       |  0.4939633905887604|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[2.4217202067375183, -1.2234244346618652]                                       |  0.4939633905887604|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[2.4217202067375183, -1.2234244346618652]                                       |  0.4939633905887604|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[1.8011279702186584, -0.4392910003662109]                                       |  0.3615769147872925|      2.00000000|[23, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[1.8011279702186584, -0.4392910003662109]                                       |  0.3615769147872925|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[1.9445484280586243, -1.428952932357788]                                        |  0.1933540999889374|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[1.9445484280586243, -1.428952932357788]                                        |  0.1933540999889374|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[1.9445484280586243, -1.428952932357788]                                        |  0.1933540999889374|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[1.9445484280586243, -1.428952932357788]                                        |  0.1933540999889374|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[2.0925137996673584, -1.2274430096149445]                                       |  0.0731839612126350|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[2.0925137996673584, -1.2274430096149445]                                       |  0.0731839612126350|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[1.8585133999586105, -1.1394440829753876]                                       |  0.0654537305235863|      0.50000000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
