k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |370890.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6799253821372986, 4.475217282772064]                                         |147614.8125000000000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.3098367154598236, 3.622389078140259]                                         |24080.8808593750000000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-2.2557405531406403, 1.6387690305709839]                                       |14920.8603515625000000|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[-2.2557405531406403, 1.6387690305709839]                                       |14920.8603515625000000|      4.00000000|[13, 4, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[-2.2557405531406403, 1.6387690305709839]                                       |14920.8603515625000000|      2.00000000|[17, 5, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[-1.2566385567188263, 1.937111884355545]                                        | 21.9784317016601562|      4.00000000|[21, 6, 2, 8]                                                              | | GPS sucess | actual_k=1
       7|[-1.2566385567188263, 1.937111884355545]                                        | 21.9784317016601562|      2.00000000|[24, 7, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[-1.2566385567188263, 1.937111884355545]                                        | 21.9784317016601562|      1.00000000|[28, 8, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[-1.2566385567188263, 1.937111884355545]                                        | 21.9784317016601562|      0.50000000|[32, 9, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[-0.8913891315460205, 2.016562655568123]                                        | 14.1858453750610352|      1.00000000|[36, 10, 5, 15]                                                            | | GPS sucess | actual_k=1
      11|[-0.3058621287345886, 2.0393582694232464]                                       |  6.7058415412902832|      2.00000000|[39, 11, 5, 16]                                                            | | GPS sucess | actual_k=1
      12|[-0.3058621287345886, 2.0393582694232464]                                       |  6.7058415412902832|      1.00000000|[42, 12, 6, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[-0.3058621287345886, 2.0393582694232464]                                       |  6.7058415412902832|      0.50000000|[46, 13, 7, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
