k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.5, 0.5]                                                                      |  0.4598493014643029|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3200245350599289, 0.2892379760742188]                                        |  0.2478459626436234|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.3200245350599289, 0.2892379760742188]                                        |  0.2478459626436234|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.3200245350599289, 0.2892379760742188]                                        |  0.2478459626436234|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.2895494345575571, -0.1570772230625153]                                       |  0.2117094397544861|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[-0.1928031798452139, -0.0250116139650345]                                      |  0.0947722271084785|      2.00000000|[23, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[-0.1928031798452139, -0.0250116139650345]                                      |  0.0947722271084785|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.1592482160776854, 0.065414197742939]                                        |  0.0698096156120300|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[-0.1592482160776854, 0.065414197742939]                                        |  0.0698096156120300|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.1592482160776854, 0.065414197742939]                                        |  0.0698096156120300|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.1409465540200472, 0.0252770930528641]                                        |  0.0352704487740993|      1.00000000|[46, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[0.1409465540200472, 0.0252770930528641]                                        |  0.0352704487740993|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.1409465540200472, 0.0252770930528641]                                        |  0.0352704487740993|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[-0.0004014056175947, -0.0395904555916786]                                      |  0.0048944088630378|      0.50000000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
