k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6364773511886597, -1.363149309158325]                                        |  6.3533906936645508|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.3414453268051147, -1.0668012738227843]                                      |  2.9661939144134521|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-0.3414453268051147, -1.0668012738227843]                                      |  2.9661939144134521|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.2333125472068787, 0.8488327622413636]                                        |  1.4369091987609863|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[0.2333125472068787, 0.8488327622413636]                                        |  1.4369091987609863|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.2333125472068787, 0.8488327622413636]                                        |  1.4369091987609863|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.3767330050468445, -0.1408291697502135]                                       |  1.1274539232254028|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[0.3767330050468445, -0.1408291697502135]                                       |  1.1274539232254028|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.3767330050468445, -0.1408291697502135]                                       |  1.1274539232254028|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-0.1223970055580139, -0.1703120857477187]                                      |  0.9903828501701355|      1.00000000|[46, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[-0.1223970055580139, -0.1703120857477187]                                      |  0.9903828501701355|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[-0.1223970055580139, -0.1703120857477187]                                      |  0.9903828501701355|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[-0.1679851412773132, -0.416120359301567]                                       |  0.9381561875343323|      0.50000000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
