k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-5.0, -7.0]                                                                    |700.8468104237188072|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.166074991226196, -6.647915005683899]                                        |677.6093750000000000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-3.9624369889497757, -4.782012104988098]                                       |480.6584777832031250|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-1.1379199773073196, -3.9153576493263245]                                      |404.5666198730468750|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[-1.1379199773073196, -3.9153576493263245]                                      |404.5666198730468750|      4.00000000|[17, 0, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.3817522674798965, -2.408183753490448]                                       |243.3800964355468750|      8.00000000|[22, 0, 1, 6]                                                              | | GPS sucess | actual_k=0
       6|[-0.3817522674798965, -2.408183753490448]                                       |243.3800964355468750|      4.00000000|[26, 0, 2, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.3817522674798965, -2.408183753490448]                                       |243.3800964355468750|      2.00000000|[31, 0, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-0.8129135817289352, -1.613901138305664]                                       |163.4516296386718750|      4.00000000|[36, 0, 3, 11]                                                             | | GPS sucess | actual_k=0
       9|[-0.8129135817289352, -1.613901138305664]                                       |163.4516296386718750|      2.00000000|[40, 0, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-0.8129135817289352, -1.613901138305664]                                       |163.4516296386718750|      1.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-0.3204270924956991, -0.7435810489576576]                                      | 81.1568806928291337|      2.00000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      12|[-0.3204270924956991, -0.7435810489576576]                                      | 81.1568806928291337|      1.00000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[-0.0123317565353109, 0.1497066693383934]                                       | 29.1724796295166016|      2.00000000|[60, 0, 7, 20]                                                             | | GPS sucess | actual_k=0
