k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |2959.9411880000002384|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1793725490570068, 4.428536474704742]                                         |1580.3041992187500000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.1619579792022705, 2.4286124110221863]                                        | 90.8264312744140625|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.1619579792022705, 2.4286124110221863]                                        | 90.8264312744140625|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.1619579792022705, 2.4286124110221863]                                        | 90.8264312744140625|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.4896116852760315, 1.6700236201286316]                                       | 26.9001655578613281|      2.00000000|[23, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[1.403965175151825, 1.026310920715332]                                          | 17.6269779205322266|      4.00000000|[27, 0, 2, 8]                                                              | | GPS sucess | actual_k=0
       7|[1.403965175151825, 1.026310920715332]                                          | 17.6269779205322266|      2.00000000|[31, 0, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[1.403965175151825, 1.026310920715332]                                          | 17.6269779205322266|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[1.403965175151825, 1.026310920715332]                                          | 17.6269779205322266|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[1.403965175151825, 1.026310920715332]                                          | 17.6269779205322266|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[1.2034034878015518, 0.8770627677440643]                                        | 17.4331226348876953|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[0.8233032375574112, 1.2019070386886597]                                        | 16.2581539154052734|      1.00000000|[55, 0, 6, 18]                                                             | | GPS sucess | actual_k=0
      13|[0.8233032375574112, 1.2019070386886597]                                        | 16.2581539154052734|      0.50000000|[59, 0, 7, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
