k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |  4.0997369887712187|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4285364747047424, 5.820627450942993]                                         |  1.8561971187591553|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.4459510445594788, 7.820551514625549]                                         |  0.4663158357143402|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[2.208263337612152, 11.41140878200531]                                          |  0.4568161666393280|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[2.208263337612152, 11.41140878200531]                                          |  0.4568161666393280|      4.00000000|[17, 0, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[2.208263337612152, 11.41140878200531]                                          |  0.4568161666393280|      2.00000000|[22, 0, 1, 6]                                                              |  | used linear model with 5 points | actual_k=0
       6|[1.5645506381988525, 9.517831802368164]                                         |  0.2232521176338196|      4.00000000|[26, 0, 1, 7]                                                              | | GPS sucess | actual_k=0
       7|[1.5645506381988525, 9.517831802368164]                                         |  0.2232521176338196|      2.00000000|[30, 0, 2, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[1.1325193643569946, 11.470611572265625]                                        |  0.0911939889192581|      4.00000000|[35, 0, 2, 10]                                                             | | GPS sucess | actual_k=0
       9|[1.1325193643569946, 11.470611572265625]                                        |  0.0911939889192581|      2.00000000|[39, 0, 3, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[1.1325193643569946, 11.470611572265625]                                        |  0.0911939889192581|      1.00000000|[44, 0, 4, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[1.1325193643569946, 11.470611572265625]                                        |  0.0911939889192581|      0.50000000|[49, 0, 4, 15]                                                             |  | used linear model with 5 points | actual_k=0
      12|[1.1325193643569946, 11.470611572265625]                                        |  0.0911939889192581|      0.25000000|[53, 0, 4, 16]                                                             |  | used linear model with 5 points | actual_k=0
      13|[1.1688118912279606, 11.223259896039963]                                        |  0.0670600906014442|      0.50000000|[57, 0, 4, 17]                                                             | | GPS sucess | actual_k=0
      14|[1.2379283271729946, 10.728060007095337]                                        |  0.0415651649236679|      1.00000000|[61, 0, 4, 18]                                                             | | GPS sucess | actual_k=0
      15|[1.2379283271729946, 10.728060007095337]                                        |  0.0415651649236679|      0.50000000|[65, 0, 4, 19]                                                             |  | used linear model with 5 points | actual_k=0
      16|[1.0204130671918392, 10.277852147817612]                                        |  0.0038831946440041|      1.00000000|[69, 0, 4, 20]                                                             | | GPS sucess | actual_k=0
