k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |16002.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6080707311630249, 4.8073184341192245]                                        |12506.0263671875000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.2706383764743805, 3.5122991651296616]                                        |1870.4975585937500000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[1.2305171191692352, 0.9265485852956772]                                        | 82.9756011962890625|      8.00000000|[10, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
       4|[1.2305171191692352, 0.9265485852956772]                                        | 82.9756011962890625|      4.00000000|[13, 4, 1, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[2.4984918534755707, -1.3236457258462906]                                       | 41.9241905212402344|      8.00000000|[17, 5, 1, 6]                                                              | | GPS sucess | actual_k=1
       6|[2.4984918534755707, -1.3236457258462906]                                       | 41.9241905212402344|      4.00000000|[20, 6, 2, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[2.4984918534755707, -1.3236457258462906]                                       | 41.9241905212402344|      2.00000000|[24, 7, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[4.067912310361862, -2.32608725130558]                                          | 32.7418060302734375|      4.00000000|[28, 8, 3, 11]                                                             | | GPS sucess | actual_k=1
       9|[4.067912310361862, -2.32608725130558]                                          | 32.7418060302734375|      2.00000000|[31, 9, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
      10|[3.069174736738205, -1.717944160103798]                                         | 17.4606037139892578|      4.00000000|[35, 10, 4, 14]                                                            | | GPS sucess | actual_k=1
      11|[3.069174736738205, -1.717944160103798]                                         | 17.4606037139892578|      2.00000000|[38, 11, 5, 16]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[3.069174736738205, -1.717944160103798]                                         | 17.4606037139892578|      1.00000000|[42, 12, 6, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[3.855210155248642, -2.3267189413309097]                                        | 13.1829729080200195|      2.00000000|[46, 13, 6, 19]                                                            | | GPS sucess | actual_k=1
      14|[3.855210155248642, -2.3267189413309097]                                        | 13.1829729080200195|      1.00000000|[49, 14, 7, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
