k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  2.9803003000300001|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.28694087266922, -0.1634078562259674]                                         |  0.0180791579186916|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.28694087266922, -0.1634078562259674]                                         |  0.0180791579186916|      1.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.28694087266922, -0.1634078562259674]                                         |  0.0180791579186916|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.105598658323288, -0.0154991537332535]                                        |  0.0003678551875055|      1.00000000|[19, 0, 2, 6]                                                              | | GPS sucess | actual_k=0
       5|[-0.0973727852106094, 0.0089410733431578]                                       |  0.0002681974729057|      2.00000000|[23, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[-0.0973727852106094, 0.0089410733431578]                                       |  0.0002681974729057|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.0973727852106094, 0.0089410733431578]                                       |  0.0002681974729057|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-0.0973727852106094, 0.0089410733431578]                                       |  0.0002681974729057|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.0054566636681557, -0.0960339415818453]                                       |  0.0002546180039644|      0.50000000|[42, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[0.0054566636681557, -0.0960339415818453]                                       |  0.0002546180039644|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.0054566636681557, -0.0960339415818453]                                       |  0.0002546180039644|      0.12500000|[51, 0, 6, 17]                                                             |  | used linear model with 5 points | actual_k=0
      12|[0.0076017496176064, -0.0498897355049849]                                       |  0.0000183075098903|      0.25000000|[55, 0, 6, 18]                                                             | | GPS sucess | actual_k=0
      13|[0.0076017496176064, -0.0498897355049849]                                       |  0.0000183075098903|      0.12500000|[59, 0, 6, 19]                                                             |  | used linear model with 5 points | actual_k=0
      14|[0.0076017496176064, -0.0498897355049849]                                       |  0.0000183075098903|      0.06250000|[63, 0, 6, 20]                                                             |  | used linear model with 5 points | actual_k=0
