k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |999998000003.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1840181350708008, 1.10468327999115]                                          |999997636608.0000000000000000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[3.1674084663391113, 1.118555350229144]                                         |999993638912.0000000000000000|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[4.443651080131531, 3.6952686738222837]                                         |999991083008.0000000000000000|      8.00000000|[13, 0, 0, 3]                                                              | | GPS sucess | actual_k=0
       4|[8.216101288795471, 5.838499350473285]                                          |999983546368.0000000000000000|     16.00000000|[17, 0, 0, 4]                                                              | | GPS sucess | actual_k=0
       5|[22.72312891483307, 7.537587208673358]                                          |999954579456.0000000000000000|     32.00000000|[21, 0, 0, 5]                                                              | | GPS sucess | actual_k=0
       6|[50.5190407037735, 13.217530293390155]                                          |999899398144.0000000000000000|     64.00000000|[25, 0, 0, 6]                                                              | | GPS sucess | actual_k=0
       7|[85.1811500787735, 51.749268574640155]                                          |999849066496.0000000000000000|    128.00000000|[29, 0, 0, 7]                                                              | | GPS sucess | actual_k=0
       8|[112.30112612247467, -13.36715598590672]                                        |999777697792.0000000000000000|    256.00000000|[33, 0, 0, 8]                                                              | | GPS sucess | actual_k=0
       9|[112.30112612247467, -13.36715598590672]                                        |999777697792.0000000000000000|    128.00000000|[37, 0, 1, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[141.8433586359024, -18.413493113592267]                                        |999723171840.0000000000000000|    256.00000000|[42, 0, 1, 11]                                                             | | GPS sucess | actual_k=0
      11|[397.5612163332798, -6.397784451018124]                                         |999211515289.2749023437500000|    512.00000000|[46, 0, 2, 13]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      12|[397.5612163332798, -6.397784451018124]                                         |999211515289.2749023437500000|    256.00000000|[51, 0, 3, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[397.5612163332798, -6.397784451018124]                                         |999211515289.2749023437500000|    128.00000000|[56, 0, 4, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[397.5612163332798, -6.397784451018124]                                         |999211515289.2749023437500000|     64.00000000|[61, 0, 5, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[425.246543863187, -1.5144526753528407]                                         |999150125056.0000000000000000|    128.00000000|[66, 0, 5, 20]                                                             | | GPS sucess | actual_k=0
