k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.86, 0.72]                                                                    |1475481.7047999855130911|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.06250000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.03125000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.86, 0.72]                                                                    |1475481.7047999855130911|      0.01562500|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.8333927454799414, 0.7036104735732078]                                        |68867.3437500000000000|      0.03125000|[35, 0, 6, 13]                                                             | | GPS sucess | actual_k=0
       8|[0.8554989105463028, 0.7256984815746546]                                        |14652.9873046875000000|      0.06250000|[39, 0, 6, 14]                                                             | | GPS sucess | actual_k=0
       9|[0.8554989105463028, 0.7256984815746546]                                        |14652.9873046875000000|      0.03125000|[43, 0, 7, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.8554989105463028, 0.7256984815746546]                                        |14652.9873046875000000|      0.01562500|[48, 0, 8, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.8554989105463028, 0.7256984815746546]                                        |14652.9873046875000000|      0.00781250|[53, 0, 9, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
