k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 1.0]                                                                      |217.3621226801203932|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0380256175994873, 0.7268602848052979]                                        |129.3774108886718750|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.0601029396057129, 1.0232083201408386]                                        | 34.1982879638671875|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.0601029396057129, 1.0232083201408386]                                        | 34.1982879638671875|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.0601029396057129, 1.0232083201408386]                                        | 34.1982879638671875|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.0601029396057129, 1.0232083201408386]                                        | 34.1982879638671875|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.0227368697524071, 0.5301185548305511]                                       |  5.6678876876831055|      1.00000000|[28, 0, 3, 9]                                                              | | GPS sucess | actual_k=0
       7|[-0.0227368697524071, 0.5301185548305511]                                       |  5.6678876876831055|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-0.0227368697524071, 0.5301185548305511]                                       |  5.6678876876831055|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.0227368697524071, 0.5301185548305511]                                       |  5.6678876876831055|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-0.0227368697524071, 0.5301185548305511]                                       |  5.6678876876831055|      0.06250000|[47, 0, 7, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.0008679702877998, 0.6528695747256279]                                        |  0.8808338642120361|      0.12500000|[52, 0, 7, 18]                                                             | | GPS sucess | actual_k=0
      12|[-0.0128378570079803, 0.5286232531070709]                                       |  0.8353697657585144|      0.25000000|[56, 0, 7, 19]                                                             | | GPS sucess | actual_k=0
      13|[-0.0128378570079803, 0.5286232531070709]                                       |  0.8353697657585144|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
