k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1835645884275436, 0.0745466351509094]                                        |  1.8249214887619019|      2.00000000|[2, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[1.1835645884275436, 0.0745466351509094]                                        |  1.8249214887619019|      1.00000000|[3, 2, 1, 3]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       3|[1.335503712296486, 0.0622095735743642]                                         |  1.5715533494949341|      2.00000000|[5, 3, 1, 4]                                                               | | GPS sucess | actual_k=1
       4|[1.335503712296486, 0.0622095735743642]                                         |  1.5715533494949341|      1.00000000|[7, 3, 2, 6]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       5|[1.335503712296486, 0.0622095735743642]                                         |  1.5715533494949341|      0.50000000|[9, 4, 3, 8]                                                               |  | used linear model with 3 points | iterate failure | actual_k=1
       6|[1.1900988817214966, -0.3313261000439525]                                       |  1.1750717163085938|      1.00000000|[12, 4, 3, 9]                                                              | | GPS sucess | actual_k=1
       7|[1.799551010131836, -0.7057513622567058]                                        |  0.1467750072479248|      2.00000000|[13, 5, 3, 10]                                                             | | GPS sucess | actual_k=1
       8|[1.799551010131836, -0.7057513622567058]                                        |  0.1467750072479248|      1.00000000|[14, 6, 4, 12]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
       9|[1.799551010131836, -0.7057513622567058]                                        |  0.1467750072479248|      0.50000000|[16, 7, 5, 14]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      10|[1.8265980202704668, -0.8581140218302608]                                       |  0.0723409205675125|      1.00000000|[18, 8, 5, 15]                                                             | | GPS sucess | actual_k=1
      11|[1.8265980202704668, -0.8581140218302608]                                       |  0.0723409205675125|      0.50000000|[20, 8, 6, 17]                                                             |  | used linear model with 3 points | iterate failure | actual_k=1
      12|[1.861601809039712, -0.8028298458084464]                                        |  0.0703756064176559|      1.00000000|[22, 9, 6, 18]                                                             | | GPS sucess | actual_k=1
      13|[1.861601809039712, -0.8028298458084464]                                        |  0.0703756064176559|      0.50000000|[23, 10, 7, 20]                                                            |  | used linear model with 3 points | iterate failure | actual_k=1
