k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.7857418656349182, 4.568025648593903]                                         | 18.0222797393798828|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[0.7857418656349182, 4.568025648593903]                                         | 18.0222797393798828|      1.00000000|[7, 2, 1, 3]                                                               |  | used linear model with 5 points | iterate failure | actual_k=1
       3|[0.6682184115052223, 4.2198077738285065]                                        |  0.1174746975302696|      2.00000000|[11, 3, 1, 4]                                                              | | GPS sucess | actual_k=1
       4|[0.6682184115052223, 4.2198077738285065]                                        |  0.1174746975302696|      1.00000000|[14, 4, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.6682184115052223, 4.2198077738285065]                                        |  0.1174746975302696|      0.50000000|[18, 5, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.6682184115052223, 4.2198077738285065]                                        |  0.1174746975302696|      0.25000000|[22, 6, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.6682184115052223, 4.2198077738285065]                                        |  0.1174746975302696|      0.12500000|[26, 7, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       8|[0.6682184115052223, 4.2198077738285065]                                        |  0.1174746975302696|      0.06250000|[30, 8, 6, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.6600418267771602, 4.2076664585620165]                                        |  0.0562294051051140|      0.12500000|[34, 9, 6, 15]                                                             | | GPS sucess | actual_k=1
      10|[0.6600418267771602, 4.2076664585620165]                                        |  0.0562294051051140|      0.06250000|[37, 10, 7, 17]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.6600418267771602, 4.2076664585620165]                                        |  0.0562294051051140|      0.03125000|[41, 11, 8, 19]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[0.6600418267771602, 4.2076664585620165]                                        |  0.0562294051051140|      0.01562500|[45, 12, 9, 21]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
