k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, -1.0]                                                                     |485165194.4106902480125427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.093991681933403, -0.0670778155326843]                                       |  0.6116241216659546|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-1.3385940045118332, -0.9623558521270752]                                      |  0.3786600530147552|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-1.3385940045118332, -0.9623558521270752]                                      |  0.3786600530147552|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-1.3385940045118332, -0.9623558521270752]                                      |  0.3786600530147552|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-1.3385940045118332, -0.9623558521270752]                                      |  0.3786600530147552|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-1.2512518092989922, -1.0325372442603111]                                      |  0.2331189513206482|      1.00000000|[28, 0, 3, 9]                                                              | | GPS sucess | actual_k=0
       7|[-1.8283513113856316, -1.6138028725981712]                                      |  0.2305713891983032|      2.00000000|[32, 0, 3, 10]                                                             | | GPS sucess | actual_k=0
       8|[-2.6513013765215874, -2.438381277024746]                                       |  0.2302587032318115|      4.00000000|[36, 0, 3, 11]                                                             | | GPS sucess | actual_k=0
       9|[-2.6513013765215874, -2.438381277024746]                                       |  0.2302587032318115|      2.00000000|[40, 0, 4, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-2.6513013765215874, -2.438381277024746]                                       |  0.2302587032318115|      1.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-2.6513013765215874, -2.438381277024746]                                       |  0.2302587032318115|      0.50000000|[50, 0, 6, 17]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[-2.6513013765215874, -2.438381277024746]                                       |  0.2302587032318115|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[-2.6513013765215874, -2.438381277024746]                                       |  0.2302587032318115|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
