k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[15.0, 6.0]                                                                     |-2641.3632314451997445|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[15.0, 6.0]                                                                     |-2641.3632314451997445|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[14.947107698768377, 5.612304538488388]                                         |-2878.3447265625000000|      1.00000000|[10, 0, 1, 3]                                                              | | GPS sucess | actual_k=0
       3|[14.947107698768377, 5.612304538488388]                                         |-2878.3447265625000000|      0.50000000|[14, 0, 2, 5]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[14.947107698768377, 5.612304538488388]                                         |-2878.3447265625000000|      0.25000000|[19, 0, 3, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[14.947107698768377, 5.612304538488388]                                         |-2878.3447265625000000|      0.12500000|[24, 0, 4, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[15.007914327085018, 5.554280858486891]                                         |-2911.1787109375000000|      0.25000000|[29, 0, 4, 10]                                                             | | GPS sucess | actual_k=0
       7|[14.951274946331978, 5.470969554036856]                                         |-2966.4311523437500000|      0.50000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[14.951274946331978, 5.470969554036856]                                         |-2966.4311523437500000|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[15.142802715301514, 5.382726985961199]                                         |-3006.9821777343750000|      0.50000000|[42, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[15.12283145263791, 5.193989086896181]                                          |-3132.9553222656250000|      1.00000000|[46, 0, 5, 15]                                                             | | GPS sucess | actual_k=0
      11|[15.117229998577386, 5.152660336345434]                                         |-3160.8000488281250000|      2.00000000|[50, 0, 5, 16]                                                             | | GPS sucess | actual_k=0
      12|[15.117229998577386, 5.152660336345434]                                         |-3160.8000488281250000|      1.00000000|[54, 0, 6, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[15.117229998577386, 5.152660336345434]                                         |-3160.8000488281250000|      0.50000000|[59, 0, 7, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
