k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-506.0, -506.2]                                                                |25614.3346824171749176|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-506.10016334056854, -505.205028963089]                                        |25568.4941406250000000|      2.00000000|[4, 1, 0, 1]                                                               | | GPS sucess | actual_k=1
       2|[-504.1090669631958, -501.7358021259308]                                        |25293.3457031250000000|      4.00000000|[7, 2, 0, 2]                                                               | | GPS sucess | actual_k=1
       3|[-501.27745226094925, -498.9105661750727]                                       |25009.6482576160124154|      8.00000000|[11, 3, 1, 5]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       4|[-493.27930048177444, -498.73860725173284]                                      |24603.2656250000000000|     16.00000000|[15, 4, 1, 6]                                                              | | GPS sucess | actual_k=1
       5|[-492.86511924932205, -482.7439688087397]                                       |23798.2343750000000000|     32.00000000|[18, 5, 1, 7]                                                              | | GPS sucess | actual_k=1
       6|[-488.33090093801223, -451.066835248559]                                        |22096.7109375000000000|     64.00000000|[21, 6, 1, 8]                                                              | | GPS sucess | actual_k=1
       7|[-424.73641851613723, -443.87366470107366]                                      |18871.2500000000000000|    128.00000000|[24, 7, 1, 9]                                                              | | GPS sucess | actual_k=1
       8|[-329.82816961477005, -206.11659988173773]                                      |7563.6748046875000000|    256.00000000|[27, 8, 1, 10]                                                             | | GPS sucess | actual_k=1
       9|[-75.65350225637161, -175.60051711806585]                                       |1828.0195312500000000|    512.00000000|[30, 9, 1, 11]                                                             | | GPS sucess | actual_k=1
      10|[-75.65350225637161, -175.60051711806585]                                       |1828.0195312500000000|    256.00000000|[34, 10, 1, 13]                                                            |  | used linear model with 5 points | actual_k=1
      11|[-75.65350225637161, -175.60051711806585]                                       |1828.0195312500000000|    128.00000000|[38, 11, 1, 15]                                                            |  | used linear model with 5 points | actual_k=1
      12|[-75.65350225637161, -175.60051711806585]                                       |1828.0195312500000000|     64.00000000|[42, 12, 1, 17]                                                            |  | used linear model with 5 points | actual_k=1
      13|[-17.75824621389114, -148.32159980544378]                                       |1115.7456054687500000|    128.00000000|[45, 13, 1, 18]                                                            | | GPS sucess | actual_k=1
      14|[-17.75824621389114, -148.32159980544378]                                       |1115.7456054687500000|     64.00000000|[49, 14, 1, 20]                                                            |  | used linear model with 5 points | actual_k=1
