k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0380256175994873, 0.7268602848052979]                                        |  1.7269065380096436|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.4989514946937561, -1.2193019390106201]                                       |  1.0772920846939087|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.4989514946937561, -1.2193019390106201]                                       |  1.0772920846939087|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.4989514946937561, -1.2193019390106201]                                       |  1.0772920846939087|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.1216407418251038, -0.4351685047149658]                                      |  0.4347546398639679|      2.00000000|[23, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[-0.1216407418251038, -0.4351685047149658]                                      |  0.4347546398639679|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.1216407418251038, -0.4351685047149658]                                      |  0.4347546398639679|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.2320578992366791, -0.0817603766918182]                                       |  0.0316526517271996|      1.00000000|[37, 0, 4, 12]                                                             | | GPS sucess | actual_k=0
       9|[0.2320578992366791, -0.0817603766918182]                                       |  0.0316526517271996|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[0.2320578992366791, -0.0817603766918182]                                       |  0.0316526517271996|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-0.0100403428077698, -0.0194029435515404]                                      |  0.0012361687840894|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[-0.0100403428077698, -0.0194029435515404]                                      |  0.0012361687840894|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[-0.0100403428077698, -0.0194029435515404]                                      |  0.0012361687840894|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
