k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 1.0]                                                                      |217.3621226801203932|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.2364716158025333, 0.3542257309827174]                                        |121.5085196846337681|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[0.3368772189768297, -0.2715067418428441]                                       | 61.7682594748900655|      4.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[0.3368772189768297, -0.2715067418428441]                                       | 61.7682594748900655|      2.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[0.3368772189768297, -0.2715067418428441]                                       | 61.7682594748900655|      1.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       5|[0.3368772189768297, -0.2715067418428441]                                       | 61.7682594748900655|      0.50000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[0.3368772189768297, -0.2715067418428441]                                       | 61.7682594748900655|      0.25000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[0.10149670352063, -0.1872689353438397]                                         | 26.0844039916992188|      0.50000000|[28, 7, 6, 13]                                                             | | GPS sucess | actual_k=1
       8|[0.10149670352063, -0.1872689353438397]                                         | 26.0844039916992188|      0.25000000|[31, 8, 7, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[0.0576908882411462, -0.4334011154385586]                                       | 16.2743968963623047|      0.50000000|[35, 9, 7, 16]                                                             | | GPS sucess | actual_k=1
      10|[0.0576908882411462, -0.4334011154385586]                                       | 16.2743968963623047|      0.25000000|[38, 10, 8, 18]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
      11|[0.0576908882411462, -0.4334011154385586]                                       | 16.2743968963623047|      0.12500000|[42, 11, 9, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=1
