k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0437352620065212, 0.284562736749649, -0.1767446249723434, -0.0679820775985718, 0.0453023500740528, 0.6125029921531677, -0.2031522691249847, 0.0829077586531639, -0.2006238549947739, -0.2340568751096725, -0.0238579902797937, 0.0731667131185532]| 23.7647838592529297|      2.00000000|[7, 3, 0, 3]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       2|[0.3360415450925252, 1.2374491636284364, 0.6510562257903443, 0.0517504204952764, 0.5120104484660739, 0.5375388719311591, -0.3486691789571902, 0.3843949162015462, -0.6957809031602291, 0.3929428412210465, 1.1159942256032451, -0.1109430595610179]|  5.5564203262329102|      4.00000000|[11, 5, 0, 5]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       3|[0.3360415450925252, 1.2374491636284364, 0.6510562257903443, 0.0517504204952764, 0.5120104484660739, 0.5375388719311591, -0.3486691789571902, 0.3843949162015462, -0.6957809031602291, 0.3929428412210465, 1.1159942256032451, -0.1109430595610179]|  5.5564203262329102|      2.00000000|[28, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.3877353341353552, 1.151781220209236, 0.7273414668538104, 0.4839146981722885, 0.0196359433824799, -0.8066412488051389, 0.5375761293218516, 0.7182633254546967, -0.8308116768772756, 1.0303508321543444, 1.4263481382697425, -0.6857559295405086]|  2.6996784210205078|      4.00000000|[33, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       5|[0.3877353341353552, 1.151781220209236, 0.7273414668538104, 0.4839146981722885, 0.0196359433824799, -0.8066412488051389, 0.5375761293218516, 0.7182633254546967, -0.8308116768772756, 1.0303508321543444, 1.4263481382697425, -0.6857559295405086]|  2.6996784210205078|      2.00000000|[49, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.3877353341353552, 1.151781220209236, 0.7273414668538104, 0.4839146981722885, 0.0196359433824799, -0.8066412488051389, 0.5375761293218516, 0.7182633254546967, -0.8308116768772756, 1.0303508321543444, 1.4263481382697425, -0.6857559295405086]|  2.6996784210205078|      1.00000000|[65, 33, 0, 33]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.3877353341353552, 1.151781220209236, 0.7273414668538104, 0.4839146981722885, 0.0196359433824799, -0.8066412488051389, 0.5375761293218516, 0.7182633254546967, -0.8308116768772756, 1.0303508321543444, 1.4263481382697425, -0.6857559295405086]|  2.6996784210205078|      0.50000000|[81, 41, 0, 41]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.2111308396828787, 1.1863066146489332, 0.6589629811145793, 0.6057998041398102, 0.0221230258824906, -0.6459600905009244, 0.5813823469326876, 0.7299022247884718, -1.0738869880612052, 1.1781569252510775, 1.1417974118560157, -0.723071942668074]|  2.0256297588348389|      1.00000000|[93, 47, 0, 47]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
       9|[0.2111308396828787, 1.1863066146489332, 0.6589629811145793, 0.6057998041398102, 0.0221230258824906, -0.6459600905009244, 0.5813823469326876, 0.7299022247884718, -1.0738869880612052, 1.1781569252510775, 1.1417974118560157, -0.723071942668074]|  2.0256297588348389|      0.50000000|[109, 55, 0, 55]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
