k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |370890.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3121339082717896, 3.122011661529541]                                         |6084.7026367187500000|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[0.7730597853660583, 1.175849437713623]                                         |222.8964691162109375|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[0.7730597853660583, 1.175849437713623]                                         |222.8964691162109375|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-1.213691771030426, 1.4056714177131653]                                        |123.2166976928710938|      4.00000000|[18, 0, 1, 5]                                                              | | GPS sucess | actual_k=0
       5|[-1.213691771030426, 1.4056714177131653]                                        |123.2166976928710938|      2.00000000|[22, 0, 2, 7]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-1.5450510084629059, -0.5666876435279846]                                      | 69.4714355468750000|      4.00000000|[27, 0, 2, 8]                                                              | | GPS sucess | actual_k=0
       7|[-1.5450510084629059, -0.5666876435279846]                                      | 69.4714355468750000|      2.00000000|[31, 0, 3, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-1.5450510084629059, -0.5666876435279846]                                      | 69.4714355468750000|      1.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-1.5450510084629059, -0.5666876435279846]                                      | 69.4714355468750000|      0.50000000|[41, 0, 5, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-1.5450510084629059, -0.5666876435279846]                                      | 69.4714355468750000|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-1.5639747604727745, -0.81597039103508]                                        | 66.8006439208984375|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[-1.5639747604727745, -0.81597039103508]                                        | 66.8006439208984375|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[-1.5639747604727745, -0.81597039103508]                                        | 66.8006439208984375|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
