k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4994368553161621, 0.0049608526751399, 0.3320657014846802, 0.213707223534584, 0.2859672904014587, -0.3080672323703766, -0.0497373081743717, -0.076967790722847, -0.2382364273071289, 0.0426775477826595, -0.2592497169971466, 0.2894548177719116, 0.0289707649499178, 0.0853486582636833, -0.1415026187896729, 0.1145516633987427, 0.004043048247695, -0.1207289919257164, 0.2688266634941101, -0.077349528670311, -0.1844299882650375, 0.0903054401278496]| 13.9280891418457031|      2.00000000|[245, 35, 0, 18]                                                           | | GPS sucess | actual_k=2
       2|[1.0618168711662292, -0.3665830614045262, 0.6280567049980164, 1.0876020938158035, 0.7464368343353271, -0.1314070075750351, 0.6590345166623592, 0.3779304176568985, -0.4676544517278671, 0.7300794385373592, -0.5554572641849518, 0.7327058613300323, 0.0669684279710054, -0.0641669407486916, -0.0666723102331161, -0.3349003791809082, 0.1476473417133093, -0.0775116086006165, 0.6793597638607025, -0.2386872619390488, 0.4813441187143326, 0.2394432798027992]| 12.5268259048461914|      4.00000000|[489, 70, 0, 36]                                                           | | GPS sucess | actual_k=2
       3|[1.114831905812025, -0.5006782235577703, 1.236460566520691, 2.1239084750413895, 0.8995228409767151, 0.6238559037446976, 0.1671258471906185, 0.4980445727705956, -1.880445346236229, 1.4651353619992733, -0.2165041863918304, -0.9602954089641571, -0.0391275864094496, 1.8327891454100609, -0.6179551333189011, -0.0525887608528137, 0.2968818303197622, -0.8793760538101196, 0.1941758394241333, -0.8157372921705246, -1.2123236507177353, 0.4120932593941689]| 12.1431770324707031|      8.00000000|[734, 104, 0, 54]                                                          | | GPS sucess | actual_k=2
       4|[0.0511977486312389, -0.270041880197823, -1.0668295621871948, 3.377096727490425, 0.2582535743713379, -0.0349914878606796, 2.7178548835217953, -3.7257594242691994, -2.287541940808296, 1.9715744517743587, -2.9770513474941254, -2.3261660039424896, -0.7672202568501234, 2.7139410600066185, -0.8890295475721359, 2.111454427242279, 1.7192297335714102, -0.9637054726481438, -1.2854665517807007, -0.3665208071470261, -0.3396444171667099, 0.9911827817559242]| 12.1418333053588867|     16.00000000|[977, 140, 0, 72]                                                          | | GPS sucess | actual_k=2
       5|[-1.3242041058838367, -6.268163618631661, -4.617104172706604, 5.4726434499025345, 4.006683588027954, 3.4140532165765762, 0.709891464561224, -6.687117017805576, -4.70887453854084, 6.20624366030097, -1.3867262303829193, -5.623361438512802, 0.3669557590037584, 0.4570462331175804, -1.6007946580648422, -0.3109374642372131, -3.11399027146399, -2.8505508229136467, -1.0218719244003296, -4.241677686572075, -3.7953600734472275, -5.683314345777035]| 12.1348400115966797|     32.00000000|[1222, 174, 0, 90]                                                         | | GPS sucess | actual_k=2
       6|[-1.3242041058838367, -6.268163618631661, -4.617104172706604, 5.4726434499025345, 4.006683588027954, 3.4140532165765762, 0.709891464561224, -6.687117017805576, -4.70887453854084, 6.20624366030097, -1.3867262303829193, -5.623361438512802, 0.3669557590037584, 0.4570462331175804, -1.6007946580648422, -0.3109374642372131, -3.11399027146399, -2.8505508229136467, -1.0218719244003296, -4.241677686572075, -3.7953600734472275, -5.683314345777035]| 12.1348400115966797|     16.00000000|[1465, 210, 0, 108]                                                        |  | used quadratic model with 280 points | actual_k=2
       7|[-5.756187576800585, -6.118582394905388, -1.1924341917037964, 8.249534204602242, 9.049023389816284, 1.7400324493646622, 3.302847769111395, -8.542835034430027, -2.6148935109376907, 4.46300795301795, 3.4492155611515045, -9.925757259130478, -1.002705691382289, -0.7828550711274147, -0.1455497592687607, -1.0978453159332275, -2.0062291268259287, -1.7521656081080437, -5.371441721916199, 1.0438900738954544, -11.989506229758263, -7.114235661923885]| 12.1234817504882812|     32.00000000|[1710, 244, 0, 126]                                                        | | GPS sucess | actual_k=2
       8|[-9.086503405123949, -17.56685605365783, 5.1481863260269165, 10.444142416119576, -5.938175439834595, 9.823040261864662, 4.2236231826245785, 0.4070846661925316, -0.5821426659822464, -0.4800786711275578, 0.4189242422580719, -4.318813174962997, 5.660683514550328, 4.196275196969509, -3.0480015128850937, 0.3092880249023438, -0.1524234656244516, -5.538125090301037, 4.577427983283997, -6.438114568591118, -15.961973413825035, 0.2319962754845619]| 12.1102962493896484|     64.00000000|[1954, 279, 0, 144]                                                        | | GPS sucess | actual_k=2
       9|[-18.201610941439867, -30.717128423042595, 2.0142582654953003, 19.22460277378559, 29.908321142196655, 28.07486368715763, 18.874986555427313, 11.741888247430325, 2.4626611918210983, -10.297215435653925, -14.257168859243393, -23.168922275304794, 17.12520301528275, 22.525571309030056, -0.4852256625890732, -2.084326982498169, -8.287978732958436, -22.556176237761974, 11.89899742603302, -10.426293537020683, -12.268556341528893, -3.1714425310492516]| 12.0780944824218750|    128.00000000|[2199, 313, 0, 162]                                                        | | GPS sucess | actual_k=2
      10|[-21.672218937426805, -70.95993008930236, -5.5282474756240845, 25.8971176892519, 56.487884283065796, 46.05882479250431, -4.019811723381281, 45.69813748449087, -8.382591798901558, 30.814154651015997, -34.95409306883812, -39.81585296988487, 34.95084655471146, 3.6118406876921654, -49.15738295018673, -46.70858693122864, -44.792426669970155, -10.936122946441174, 26.274550557136536, -4.033328220248222, 20.421518579125404, -42.38638164848089]| 12.0410823822021484|    256.00000000|[2443, 348, 0, 180]                                                        | | GPS sucess | actual_k=2
      11|[-21.672218937426805, -70.95993008930236, -5.5282474756240845, 25.8971176892519, 56.487884283065796, 46.05882479250431, -4.019811723381281, 45.69813748449087, -8.382591798901558, 30.814154651015997, -34.95409306883812, -39.81585296988487, 34.95084655471146, 3.6118406876921654, -49.15738295018673, -46.70858693122864, -44.792426669970155, -10.936122946441174, 26.274550557136536, -4.033328220248222, 20.421518579125404, -42.38638164848089]| 12.0410823822021484|    128.00000000|[2687, 383, 0, 198]                                                        |  | used quadratic model with 280 points | actual_k=2
