k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0468602068722248, 0.5573864281177521, 0.6713323295116425, 0.8613720238208771, 1.0270340405404568, 1.1312188059091568, 0.7320908308029175, 0.7508888393640518, 1.02385625988245, 1.0649989023804665, 1.2973821759223938, 0.6801963746547699, 1.0797165781259537, 1.0781071186065674, 0.8357321172952652, 1.3595188558101654, 0.8897385522723198, 1.0184026136994362, 0.8574191033840179, 0.9639874435961246, 1.2457971721887589, 0.77174411714077]|  1.3772897720336914|      2.00000000|[260, 17, 0, 18]                                                           | | GPS sucess | actual_k=1
       2|[0.488645363599062, 0.328151598572731, 0.3610876500606537, 0.2412082850933075, 0.698276724666357, 0.0933083444833755, 0.6509115174412727, 0.5991948992013931, 0.8881988152861595, 0.8526833578944206, 1.1600167602300644, 0.2223829030990601, 0.3188961893320084, 1.3590472340583801, 1.149450734257698, 1.318233236670494, 0.565309427678585, 0.8268457874655724, 0.4689860343933105, 0.9202549830079079, 1.2377757066860795, 1.492285594344139]|  1.0553925037384033|      4.00000000|[519, 34, 0, 36]                                                           | | GPS sucess | actual_k=1
       3|[-0.499541949480772, 0.2510743588209152, 0.029030829668045, -0.2692741453647614, -1.0570609904825687, -0.3157994300127029, 0.3419413343071938, 0.4838369712233543, 1.4024298414587975, -0.3669863417744637, 0.9778095930814743, -1.5364770889282227, -0.1673886626958847, 1.7528920471668243, 1.2720506340265274, 1.0483577400445938, 0.0320990905165672, -0.606133796274662, 0.2698182761669159, 2.317150391638279, 2.174499892629683, 0.8073901385068893]|  0.6655434370040894|      8.00000000|[778, 51, 0, 54]                                                           | | GPS sucess | actual_k=1
       4|[-0.1625079624354839, -1.638613536953926, 0.4907010197639465, 1.6367627084255219, -0.0497708655893803, -1.2559087425470352, -3.447409652173519, -0.103295125067234, 1.6768129095435143, 0.0330270454287529, 0.4205959290266037, -4.548678159713745, -3.0405337661504745, -1.5396401584148407, 0.9790592640638351, 1.7798032313585281, -0.7534184828400612, 0.405043862760067, -1.3608740866184235, 1.4121531620621681, 3.7684419387951493, 1.9867331236600876]|  0.5800412297248840|     16.00000000|[1037, 68, 0, 72]                                                          | | GPS sucess | actual_k=1
       5|[-0.1625079624354839, -1.638613536953926, 0.4907010197639465, 1.6367627084255219, -0.0497708655893803, -1.2559087425470352, -3.447409652173519, -0.103295125067234, 1.6768129095435143, 0.0330270454287529, 0.4205959290266037, -4.548678159713745, -3.0405337661504745, -1.5396401584148407, 0.9790592640638351, 1.7798032313585281, -0.7534184828400612, 0.405043862760067, -1.3608740866184235, 1.4121531620621681, 3.7684419387951493, 1.9867331236600876]|  0.5800412297248840|      8.00000000|[1296, 85, 0, 90]                                                          |  | used quadratic model with 277 points | actual_k=1
       6|[-2.7293712608516216, -1.5767226181924343, -0.3880893588066101, 1.0593582093715668, -1.0116264559328556, -2.9298654943704605, -3.577694959938526, -0.2078104391694069, -1.7727019563317299, 0.4427556321024895, -0.7703301459550858, -4.1278096139431, -3.5197143107652664, -1.8148425817489624, 4.098011061549187, 4.530802205204964, -1.6965715065598488, -3.083284117281437, -1.1940375417470932, -0.3322478160262108, 2.5442942613735795, 1.9591205455362797]|  0.5181011557579041|     16.00000000|[1554, 103, 0, 108]                                                        | | GPS sucess | actual_k=1
       7|[-2.7293712608516216, -1.5767226181924343, -0.3880893588066101, 1.0593582093715668, -1.0116264559328556, -2.9298654943704605, -3.577694959938526, -0.2078104391694069, -1.7727019563317299, 0.4427556321024895, -0.7703301459550858, -4.1278096139431, -3.5197143107652664, -1.8148425817489624, 4.098011061549187, 4.530802205204964, -1.6965715065598488, -3.083284117281437, -1.1940375417470932, -0.3322478160262108, 2.5442942613735795, 1.9591205455362797]|  0.5181011557579041|      8.00000000|[1813, 120, 0, 126]                                                        |  | used quadratic model with 277 points | actual_k=1
       8|[-2.3007153384387493, -2.048625376075506, 0.4094266891479492, -2.877301126718521, -1.430128786712885, -1.2377669960260391, -2.0074829533696175, -1.2263628616929054, -1.929293878376484, -3.230184383690357, -1.323378935456276, -6.088801354169846, -3.743786960840225, -1.496149092912674, 5.355195924639702, 3.5425854474306107, -4.418823637068272, -5.996559359133244, -0.3762987703084946, 0.7009597197175026, 2.5616968674585223, 1.8195933885872364]|  0.4839332103729248|     16.00000000|[2072, 137, 0, 144]                                                        | | GPS sucess | actual_k=1
       9|[-2.3007153384387493, -2.048625376075506, 0.4094266891479492, -2.877301126718521, -1.430128786712885, -1.2377669960260391, -2.0074829533696175, -1.2263628616929054, -1.929293878376484, -3.230184383690357, -1.323378935456276, -6.088801354169846, -3.743786960840225, -1.496149092912674, 5.355195924639702, 3.5425854474306107, -4.418823637068272, -5.996559359133244, -0.3762987703084946, 0.7009597197175026, 2.5616968674585223, 1.8195933885872364]|  0.4839332103729248|      8.00000000|[2331, 154, 0, 162]                                                        |  | used quadratic model with 277 points | actual_k=1
      10|[-0.0738788954913616, -2.7985329888761044, 0.5984734445810318, -5.13978973031044, -0.559874389320612, -1.5804001837968826, -1.0410665944218636, -2.646517314016819, -2.013981595635414, -1.1285734847187996, -1.0294939130544662, -6.197295978665352, -2.9717309176921844, -0.6000140011310577, 3.8314092606306076, 0.6102975159883499, -3.2185224667191505, -10.425514437258244, 1.355761542916298, 0.5770951882004738, 1.0963787836953998, 1.743300225585699]|  0.4693680703639984|     16.00000000|[2590, 171, 0, 180]                                                        | | GPS sucess | actual_k=1
      11|[-0.0738788954913616, -2.7985329888761044, 0.5984734445810318, -5.13978973031044, -0.559874389320612, -1.5804001837968826, -1.0410665944218636, -2.646517314016819, -2.013981595635414, -1.1285734847187996, -1.0294939130544662, -6.197295978665352, -2.9717309176921844, -0.6000140011310577, 3.8314092606306076, 0.6102975159883499, -3.2185224667191505, -10.425514437258244, 1.355761542916298, 0.5770951882004738, 1.0963787836953998, 1.743300225585699]|  0.4693680703639984|      8.00000000|[2849, 188, 0, 198]                                                        |  | used quadratic model with 277 points | actual_k=1
