k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, -1.0]                                                                     |485165194.4106902480125427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.3748706877231598, -0.3667041063308716]                                      |  0.8586150407791138|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-1.405922681093216, -1.0730045437812805]                                       |  0.3361425995826721|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-1.405922681093216, -1.0730045437812805]                                       |  0.3361425995826721|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-1.405922681093216, -1.0730045437812805]                                       |  0.3361425995826721|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-1.3683195188641548, -1.1908399537205696]                                      |  0.2081241756677628|      2.00000000|[23, 0, 2, 7]                                                              | | GPS sucess | actual_k=0
       6|[-1.3683195188641548, -1.1908399537205696]                                      |  0.2081241756677628|      1.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-1.3683195188641548, -1.1908399537205696]                                      |  0.2081241756677628|      0.50000000|[32, 0, 4, 11]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[-1.3683195188641548, -1.1908399537205696]                                      |  0.2081241756677628|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-1.531155414879322, -1.3543076738715172]                                       |  0.2080026865005493|      0.50000000|[42, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[-1.531155414879322, -1.3543076738715172]                                       |  0.2080026865005493|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-1.531155414879322, -1.3543076738715172]                                       |  0.2080026865005493|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[-1.531155414879322, -1.3543076738715172]                                       |  0.2080026865005493|      0.06250000|[56, 0, 8, 20]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
