k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9995512366294861, -0.0013674508081749, -0.0018232677830383, -0.002279084874317, -0.0027349016163498, -0.0031907185912132, -0.0036465355660766, -0.00410235254094, 0.0020924024283886, -0.0050139864906669, -0.0054698032326996, -0.0059256204403937, -0.0063814371824265, -0.0068372543901205, -0.0072930711321533, -0.0077488883398473, -0.0091496417298913, -0.0086605222895741, -0.0091163394972682, -0.0095721557736397, -0.0100279729813337, -0.0104837901890278]| 13.7654085159301758|      2.00000000|[29, 4, 0, 2]                                                              | | GPS sucess | actual_k=2
       2|[2.1243610978126526, -1.5197529803263023, 0.7009546543704346, 1.1989826739300042, -1.0489054939243942, -0.1788420453667641, 0.3728855720255524, 0.235336881596595, -1.243573386222124, 0.3651662627235055, 1.0763015705160797, -1.2951962598599494, -0.0654222927987576, -0.856327598914504, 0.2685884279198945, 0.9295325414277613, -1.2276190230622888, -0.0817241491749883, -0.3784164665266871, -0.6562900617718697, -0.4829148333519697, -0.8464273102581501]| 12.1671943664550781|      4.00000000|[57, 8, 0, 4]                                                              | | GPS sucess | actual_k=2
       3|[2.578670859336853, -2.696307660196908, 0.7205039720283821, 1.236395600484684, -1.318030687281862, -1.3847453370690346, 2.9794841876719147, 0.854638319928199, 0.6514895372092724, 1.0999080697074533, 3.892586227040738, -2.9546616920270026, 2.0319407023489475, 0.5493336264044046, -0.9136972385458648, -0.7362834080122411, -5.583804936148226, 0.2438423214480281, -1.7868330953642726, 0.9387837573885918, 0.4738086182624102, 1.1063907258212566]| 12.1455755233764648|      8.00000000|[85, 12, 0, 6]                                                             | | GPS sucess | actual_k=2
       4|[2.578670859336853, -2.696307660196908, 0.7205039720283821, 1.236395600484684, -1.318030687281862, -1.3847453370690346, 2.9794841876719147, 0.854638319928199, 0.6514895372092724, 1.0999080697074533, 3.892586227040738, -2.9546616920270026, 2.0319407023489475, 0.5493336264044046, -0.9136972385458648, -0.7362834080122411, -5.583804936148226, 0.2438423214480281, -1.7868330953642726, 0.9387837573885918, 0.4738086182624102, 1.1063907258212566]| 12.1455755233764648|      4.00000000|[117, 16, 0, 9]                                                            |  | used linear model with 33 points | actual_k=2
       5|[2.5676905093714595, -2.7127781856106594, 0.6767208661185578, 1.2089447241742164, 2.6657842674758285, -1.4231765605509281, 2.9355627878103405, 0.8052267436869442, 0.6912326440215111, 1.0395161444321275, 3.8267041253857315, -3.026033962611109, 1.9550782553851604, 0.4669810030609369, -1.0015400382690132, -0.8296163841150701, -5.682628088630736, 0.1395289925858378, -1.8966366006061435, 0.8234900757670403, 0.3530247677117586, 0.9801166914403439]| 12.1451301574707031|      8.00000000|[145, 20, 0, 11]                                                           | | GPS sucess | actual_k=2
       6|[2.5676905093714595, -2.7127781856106594, 0.6767208661185578, 1.2089447241742164, 2.6657842674758285, -1.4231765605509281, 2.9355627878103405, 0.8052267436869442, 0.6912326440215111, 1.0395161444321275, 3.8267041253857315, -3.026033962611109, 1.9550782553851604, 0.4669810030609369, -1.0015400382690132, -0.8296163841150701, -5.682628088630736, 0.1395289925858378, -1.8966366006061435, 0.8234900757670403, 0.3530247677117586, 0.9801166914403439]| 12.1451301574707031|      4.00000000|[177, 24, 0, 14]                                                           |  | used linear model with 33 points | actual_k=2
       7|[0.518734592013061, -3.9872596013592556, 0.0879351581679657, 3.1292168360669166, 3.1818514147307724, -3.1835117675364017, 1.6176039560232311, 3.8468651180155575, -2.2915096655488014, 1.7833287054672837, 2.581803064327687, -0.6544764884747565, 2.5562353245913982, 0.0161865744739771, -0.909855883102864, -0.7249416797421873, -5.980384551919997, 0.6410101680085063, -0.7440993739292026, -3.061321087181568, 0.71390868909657, -1.405498418956995]| 12.1435880661010742|      8.00000000|[205, 28, 0, 16]                                                           | | GPS sucess | actual_k=2
       8|[0.4893575860187411, -4.0313251103507355, -0.0076894749654457, 3.0557743173558265, 3.0937203967478126, -3.286331284791231, 9.55996578768827, 3.714668602216989, -2.165481187403202, 1.6217551762238145, 2.4055410283617675, -0.8454270311631262, 2.3505962900817394, -0.204140966758132, -1.1448719310574234, -0.9746462344191968, -6.244777583517134, 0.361928584985435, -1.037869448773563, -3.3697796538472176, 0.3907616306096315, -1.743333999067545]| 12.1393079757690430|     16.00000000|[233, 32, 0, 18]                                                           | | GPS sucess | actual_k=2
       9|[0.4893575860187411, -4.0313251103507355, -0.0076894749654457, 3.0557743173558265, 3.0937203967478126, -3.286331284791231, 9.55996578768827, 3.714668602216989, -2.165481187403202, 1.6217551762238145, 2.4055410283617675, -0.8454270311631262, 2.3505962900817394, -0.204140966758132, -1.1448719310574234, -0.9746462344191968, -6.244777583517134, 0.361928584985435, -1.037869448773563, -3.3697796538472176, 0.3907616306096315, -1.743333999067545]| 12.1393079757690430|      8.00000000|[264, 37, 0, 21]                                                           |  | used linear model with 33 points | actual_k=2
