k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0]                                                                      | 43.3723807176344280|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1752167344093323, 2.3175990283489227]                                        | 19.6255950927734375|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.0187074095010757, 3.200685352087021]                                        | 10.3406820297241211|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-0.0187074095010757, 3.200685352087021]                                        | 10.3406820297241211|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-0.0187074095010757, 3.200685352087021]                                        | 10.3406820297241211|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.0187074095010757, 3.200685352087021]                                        | 10.3406820297241211|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.0187074095010757, 3.200685352087021]                                        | 10.3406820297241211|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[0.0780696868896484, 3.0323791801929474]                                        |  9.6504869461059570|      0.50000000|[33, 0, 4, 11]                                                             | | GPS sucess | actual_k=0
       8|[0.0780696868896484, 3.0323791801929474]                                        |  9.6504869461059570|      0.25000000|[37, 0, 5, 13]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[0.0780696868896484, 3.0323791801929474]                                        |  9.6504869461059570|      0.12500000|[42, 0, 6, 15]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-0.0048215687274933, 2.9609267115592957]                                       |  9.5748567581176758|      0.25000000|[47, 0, 6, 16]                                                             | | GPS sucess | actual_k=0
      11|[-0.0259926784783602, 3.0701403245329857]                                       |  9.5707426071166992|      0.50000000|[51, 0, 6, 17]                                                             | | GPS sucess | actual_k=0
      12|[-0.0259926784783602, 3.0701403245329857]                                       |  9.5707426071166992|      0.25000000|[55, 0, 7, 19]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[-0.0259926784783602, 3.0701403245329857]                                       |  9.5707426071166992|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
