k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |2959.9411880000002384|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.4626743793487549, 3.6359678506851196]                                       |552.5560913085937500|      2.00000000|[5, 0, 0, 1]                                                               | | GPS sucess | actual_k=0
       2|[-0.0017485022544861, 1.6898056268692017]                                       | 19.0296669006347656|      4.00000000|[9, 0, 0, 2]                                                               | | GPS sucess | actual_k=0
       3|[-0.0017485022544861, 1.6898056268692017]                                       | 19.0296669006347656|      2.00000000|[13, 0, 1, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[-0.0017485022544861, 1.6898056268692017]                                       | 19.0296669006347656|      1.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[-0.0017485022544861, 1.6898056268692017]                                       | 19.0296669006347656|      0.50000000|[23, 0, 3, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[-0.0017485022544861, 1.6898056268692017]                                       | 19.0296669006347656|      0.25000000|[28, 0, 4, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[-0.0017485022544861, 1.6898056268692017]                                       | 19.0296669006347656|      0.12500000|[33, 0, 5, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[0.247323676943779, 1.66828696988523]                                           | 18.5734081268310547|      0.25000000|[38, 0, 5, 13]                                                             | | GPS sucess | actual_k=0
       9|[0.6819750219583511, 1.4211468305438757]                                        | 16.6588401794433594|      0.50000000|[42, 0, 5, 14]                                                             | | GPS sucess | actual_k=0
      10|[0.6819750219583511, 1.4211468305438757]                                        | 16.6588401794433594|      0.25000000|[46, 0, 6, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[0.6819750219583511, 1.4211468305438757]                                        | 16.6588401794433594|      0.12500000|[51, 0, 7, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      12|[0.668269194662571, 1.2969005089253187]                                         | 16.3385066986083984|      0.25000000|[56, 0, 7, 19]                                                             | | GPS sucess | actual_k=0
      13|[0.668269194662571, 1.2969005089253187]                                         | 16.3385066986083984|      0.12500000|[60, 0, 8, 21]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
